source_id,target_id,relationship_type,evidence_source
C000977,A0000350,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000755,A0000351,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000084,A0000352,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001697,A0000353,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001507,A0000354,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001178,A0000355,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001437,A0000356,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000093,A0000357,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001502,A0000358,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001056,A0000359,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000733,A0000360,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000839,A0000361,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001738,A0000362,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001265,A0000363,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000511,A0000364,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000866,A0000365,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001567,A0000366,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001404,A0000367,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000098,A0000368,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000913,A0000369,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001198,A0000370,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001020,A0000371,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000157,A0000372,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001766,A0000373,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000721,A0000374,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001002,A0000375,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000342,A0000376,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000671,A0000377,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001777,A0000378,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000910,A0000379,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000264,A0000380,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000396,A0000381,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000809,A0000382,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000567,A0000383,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000758,A0000384,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000143,A0000385,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000167,A0000386,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001140,A0000387,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001009,A0000388,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000621,A0000389,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001389,A0000390,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000994,A0000391,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000211,A0000392,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001181,A0000393,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000868,A0000394,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001129,A0000395,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000176,A0000396,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000517,A0000397,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000996,A0000398,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001028,A0000399,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001355,A0000400,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000448,A0000401,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001179,A0000402,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000026,A0000403,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000268,A0000404,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000855,A0000405,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001066,A0000406,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001230,A0000407,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001094,A0000408,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000070,A0000409,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001749,A0000410,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001489,A0000411,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000761,A0000412,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000333,A0000413,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000967,A0000414,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000807,A0000415,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000147,A0000416,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000080,A0000417,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000535,A0000418,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000394,A0000419,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000406,A0000420,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001459,A0000421,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001561,A0000422,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001419,A0000423,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000556,A0000424,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000362,A0000425,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000463,A0000426,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000375,A0000427,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000526,A0000428,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001402,A0000429,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001001,A0000430,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001540,A0000431,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000444,A0000432,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000363,A0000433,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001496,A0000434,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000224,A0000435,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001572,A0000436,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000648,A0000437,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001435,A0000438,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000904,A0000439,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001386,A0000440,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000735,A0000441,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000819,A0000442,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000098,A0000443,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000512,A0000444,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001096,A0000445,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000989,A0000446,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000537,A0000447,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001060,A0000448,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000882,A0000449,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000962,A0000450,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000428,A0000451,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000699,A0000452,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000639,A0000453,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001431,A0000454,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000451,A0000455,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001458,A0000456,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000070,A0000457,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000267,A0000458,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000984,A0000459,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000760,A0000460,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000931,A0000461,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001637,A0000462,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000632,A0000463,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001651,A0000464,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000401,A0000465,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000817,A0000466,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001466,A0000467,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000857,A0000468,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000840,A0000469,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001734,A0000470,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001407,A0000471,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000138,A0000472,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000357,A0000473,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000599,A0000474,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000577,A0000475,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000578,A0000476,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000349,A0000477,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001032,A0000478,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000236,A0000479,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001062,A0000480,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000655,A0000481,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001421,A0000482,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001351,A0000483,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000961,A0000484,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001454,A0000485,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001228,A0000486,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001580,A0000487,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001568,A0000488,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001495,A0000489,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000133,A0000490,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001523,A0000491,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000088,A0000492,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001583,A0000493,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000813,A0000494,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001108,A0000495,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000050,A0000496,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001427,A0000497,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001149,A0000498,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001424,A0000499,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001751,A0000500,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000675,A0000501,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001425,A0000502,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000738,A0000503,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000923,A0000504,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001365,A0000505,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000645,A0000506,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001658,A0000507,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001694,A0000508,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001558,A0000509,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000930,A0000510,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000433,A0000511,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000255,A0000512,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000731,A0000513,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000785,A0000514,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001611,A0000515,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000348,A0000516,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001552,A0000517,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000042,A0000518,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000865,A0000519,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001199,A0000520,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001075,A0000521,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001410,A0000522,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001089,A0000523,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001385,A0000524,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001168,A0000525,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001436,A0000526,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001655,A0000527,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000652,A0000528,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001571,A0000529,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000005,A0000530,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000972,A0000531,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001314,A0000532,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001473,A0000533,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000254,A0000534,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001349,A0000535,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000891,A0000536,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000252,A0000537,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000141,A0000538,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000547,A0000539,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001293,A0000540,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001035,A0000541,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000178,A0000542,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001674,A0000543,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000754,A0000544,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000447,A0000545,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000205,A0000546,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000946,A0000547,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000908,A0000548,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000126,A0000549,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001572,A0000550,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000400,A0000551,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000718,A0000552,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000045,A0000553,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001156,A0000554,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000960,A0000555,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001339,A0000556,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001118,A0000557,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001716,A0000558,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000707,A0000559,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001331,A0000560,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001335,A0000561,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001687,A0000562,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000539,A0000563,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001035,A0000564,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001556,A0000565,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001266,A0000566,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000363,A0000567,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000902,A0000568,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001241,A0000569,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000733,A0000570,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001564,A0000571,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000257,A0000572,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001273,A0000573,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001011,A0000574,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000582,A0000575,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000158,A0000576,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000851,A0000577,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001578,A0000578,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000869,A0000579,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000251,A0000580,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000580,A0000581,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000973,A0000582,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001157,A0000583,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001166,A0000584,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001799,A0000585,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000137,A0000586,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001044,A0000587,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001749,A0000588,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000006,A0000589,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001608,A0000590,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000354,A0000591,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000024,A0000592,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000937,A0000593,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000197,A0000594,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001491,A0000595,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000571,A0000596,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000638,A0000597,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000223,A0000598,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001185,A0000599,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000399,A0000600,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000347,A0000601,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001735,A0000602,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000923,A0000603,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000393,A0000604,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001058,A0000605,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000480,A0000606,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001031,A0000607,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001696,A0000608,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000626,A0000609,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000852,A0000610,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001251,A0000611,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000634,A0000612,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001579,A0000613,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000183,A0000614,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000445,A0000615,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001224,A0000616,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000430,A0000617,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000413,A0000618,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000889,A0000619,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000265,A0000620,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001133,A0000621,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000323,A0000622,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000552,A0000623,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000067,A0000624,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000663,A0000625,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000150,A0000626,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001376,A0000627,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001368,A0000628,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000773,A0000629,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001087,A0000630,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001637,A0000631,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000720,A0000632,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000082,A0000633,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000842,A0000634,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000043,A0000635,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001576,A0000636,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000737,A0000637,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001318,A0000638,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000438,A0000639,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000874,A0000640,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000269,A0000641,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001660,A0000642,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000238,A0000643,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000951,A0000644,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001254,A0000645,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000661,A0000646,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001167,A0000647,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001467,A0000648,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000797,A0000649,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001415,A0000650,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001725,A0000651,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000380,A0000652,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000540,A0000653,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001577,A0000654,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000040,A0000655,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000318,A0000656,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000669,A0000657,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000348,A0000658,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000443,A0000659,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000063,A0000660,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000515,A0000661,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000405,A0000662,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001512,A0000663,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000757,A0000664,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001214,A0000665,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000235,A0000666,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001392,A0000667,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000054,A0000668,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001221,A0000669,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000162,A0000670,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000651,A0000671,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001246,A0000672,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001403,A0000673,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001748,A0000674,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000792,A0000675,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001480,A0000676,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001170,A0000677,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001614,A0000678,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000992,A0000679,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000477,A0000680,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001394,A0000681,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000790,A0000682,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000576,A0000683,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000600,A0000684,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000037,A0000685,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000029,A0000686,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001537,A0000687,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001533,A0000688,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000933,A0000689,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000817,A0000690,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000723,A0000691,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001098,A0000692,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001534,A0000693,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001012,A0000694,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000275,A0000695,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C000637,A0000696,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001628,A0000697,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
C001775,A0000698,OWNS_ACCOUNT,SYNTHETIC_CORE_BANKING
