customer_id,customer_label,customer_type,segment,residence_country,onboarding_channel,onboarding_date,pep_flag,synthetic_watchlist_match,occupation_risk,expected_monthly_turnover_try,expected_tx_count_30d,kyc_review_due_date,beneficial_owner_complete,source_of_funds_verified,data_class
C000485,Synthetic Customer 000485,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-12-03,False,False,MEDIUM,51097.930000,24,2026-11-05,True,True,CONTROLLED_SYNTHETIC
C000486,Synthetic Customer 000486,CORPORATE,SME,TR,RELATIONSHIP_MANAGER,2019-06-29,False,False,LOW,21003.510000,23,2027-09-14,True,True,CONTROLLED_SYNTHETIC
C000487,Synthetic Customer 000487,INDIVIDUAL,PRIVATE,TR,DIGITAL,2022-04-28,False,False,LOW,33084.930000,28,2026-06-13,True,True,CONTROLLED_SYNTHETIC
C000488,Synthetic Customer 000488,INDIVIDUAL,MASS,TR,BRANCH,2025-08-27,False,False,MEDIUM,63733.810000,34,2025-07-20,True,True,CONTROLLED_SYNTHETIC
C000489,Synthetic Customer 000489,INDIVIDUAL,PRIVATE,DE,DIGITAL,2024-10-31,False,False,LOW,240249.120000,23,2026-10-26,True,True,CONTROLLED_SYNTHETIC
C000490,Synthetic Customer 000490,CORPORATE,COMMERCIAL,TR,BRANCH,2024-10-06,False,False,LOW,37210.050000,32,2026-09-25,True,True,CONTROLLED_SYNTHETIC
C000491,Synthetic Customer 000491,INDIVIDUAL,AFFLUENT,TR,BRANCH,2022-06-04,False,False,LOW,530248.010000,34,2026-01-20,True,True,CONTROLLED_SYNTHETIC
C000492,Synthetic Customer 000492,INDIVIDUAL,AFFLUENT,TR,RELATIONSHIP_MANAGER,2022-01-01,False,False,LOW,9035.970000,31,2026-09-23,True,True,CONTROLLED_SYNTHETIC
C000493,Synthetic Customer 000493,INDIVIDUAL,MASS,TR,DIGITAL,2019-12-17,False,False,LOW,384936.930000,37,2026-09-19,True,True,CONTROLLED_SYNTHETIC
C000494,Synthetic Customer 000494,INDIVIDUAL,MASS,RS,RELATIONSHIP_MANAGER,2018-10-31,False,False,LOW,98429.500000,26,2026-04-10,True,True,CONTROLLED_SYNTHETIC
C000495,Synthetic Customer 000495,INDIVIDUAL,MASS,TR,BRANCH,2018-05-20,False,False,LOW,104920.740000,21,2026-06-10,True,True,CONTROLLED_SYNTHETIC
C000496,Synthetic Customer 000496,INDIVIDUAL,MASS,DE,DIGITAL,2025-02-28,False,False,LOW,9204.700000,33,2026-09-21,True,True,CONTROLLED_SYNTHETIC
C000497,Synthetic Customer 000497,INDIVIDUAL,MASS,TR,DIGITAL,2019-11-17,False,False,MEDIUM,25538.510000,35,2025-10-18,True,True,CONTROLLED_SYNTHETIC
C000498,Synthetic Customer 000498,CORPORATE,CORPORATE,TR,BRANCH,2017-03-26,False,False,LOW,504564.600000,38,2025-12-09,True,True,CONTROLLED_SYNTHETIC
C000499,Synthetic Customer 000499,CORPORATE,SME,TR,DIGITAL,2021-07-04,False,False,HIGH,41420.040000,23,2027-03-10,True,True,CONTROLLED_SYNTHETIC
C000500,Synthetic Customer 000500,INDIVIDUAL,MASS,TR,BRANCH,2017-05-13,False,False,LOW,122908.080000,29,2026-06-28,True,True,CONTROLLED_SYNTHETIC
C000501,Synthetic Customer 000501,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2022-07-09,False,False,LOW,10798.740000,18,2027-04-27,True,True,CONTROLLED_SYNTHETIC
C000502,Synthetic Customer 000502,CORPORATE,COMMERCIAL,TR,RELATIONSHIP_MANAGER,2025-01-31,False,False,LOW,54897.940000,25,2027-02-11,True,True,CONTROLLED_SYNTHETIC
C000503,Synthetic Customer 000503,INDIVIDUAL,AFFLUENT,TR,BRANCH,2024-01-13,False,False,LOW,551792.040000,27,2026-08-27,True,True,CONTROLLED_SYNTHETIC
C000504,Synthetic Customer 000504,CORPORATE,SME,TR,DIGITAL,2023-07-16,False,False,LOW,23850.160000,33,2027-02-15,True,True,CONTROLLED_SYNTHETIC
C000505,Synthetic Customer 000505,INDIVIDUAL,MASS,DE,BRANCH,2016-10-16,False,False,LOW,155250.610000,28,2025-08-28,True,True,CONTROLLED_SYNTHETIC
C000506,Synthetic Customer 000506,INDIVIDUAL,MASS,TR,BRANCH,2022-01-20,False,False,LOW,75855.070000,18,2026-01-20,True,True,CONTROLLED_SYNTHETIC
C000507,Synthetic Customer 000507,INDIVIDUAL,MASS,TR,BRANCH,2021-09-16,False,False,LOW,19195.830000,30,2025-08-23,True,True,CONTROLLED_SYNTHETIC
C000508,Synthetic Customer 000508,CORPORATE,SME,DE,BRANCH,2021-12-05,False,False,LOW,290865.180000,31,2027-01-11,True,True,CONTROLLED_SYNTHETIC
C000509,Synthetic Customer 000509,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-03-24,False,False,MEDIUM,334430.710000,21,2027-06-08,True,True,CONTROLLED_SYNTHETIC
C000510,Synthetic Customer 000510,INDIVIDUAL,MASS,TR,DIGITAL,2019-09-27,False,False,MEDIUM,17566.220000,39,2027-04-26,True,True,CONTROLLED_SYNTHETIC
C000511,Synthetic Customer 000511,INDIVIDUAL,MASS,TR,BRANCH,2023-01-05,False,False,LOW,150022.950000,39,2027-06-24,True,True,CONTROLLED_SYNTHETIC
C000512,Synthetic Customer 000512,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2024-04-01,False,False,LOW,86912.130000,25,2025-07-24,True,True,CONTROLLED_SYNTHETIC
C000513,Synthetic Customer 000513,INDIVIDUAL,MASS,TR,BRANCH,2023-10-10,False,False,LOW,151984.280000,27,2026-07-23,True,True,CONTROLLED_SYNTHETIC
C000514,Synthetic Customer 000514,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2023-12-11,False,False,LOW,46001.610000,32,2027-09-16,True,True,CONTROLLED_SYNTHETIC
C000515,Synthetic Customer 000515,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2020-07-26,False,False,LOW,171654.050000,29,2027-01-12,True,True,CONTROLLED_SYNTHETIC
C000516,Synthetic Customer 000516,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-02-20,False,False,MEDIUM,128177.270000,22,2027-06-09,True,True,CONTROLLED_SYNTHETIC
C000517,Synthetic Customer 000517,INDIVIDUAL,MASS,GB,BRANCH,2021-03-18,False,False,LOW,298744.320000,33,2026-03-07,True,True,CONTROLLED_SYNTHETIC
C000518,Synthetic Customer 000518,INDIVIDUAL,MASS,TR,DIGITAL,2021-10-18,False,False,LOW,757447.410000,30,2026-11-10,True,True,CONTROLLED_SYNTHETIC
C000519,Synthetic Customer 000519,INDIVIDUAL,MASS,TR,BRANCH,2019-09-27,False,False,LOW,72229.590000,29,2025-09-15,True,True,CONTROLLED_SYNTHETIC
C000520,Synthetic Customer 000520,INDIVIDUAL,MASS,TR,DIGITAL,2022-05-24,False,False,LOW,640767.540000,39,2026-12-24,True,True,CONTROLLED_SYNTHETIC
C000521,Synthetic Customer 000521,INDIVIDUAL,MASS,TR,DIGITAL,2023-05-21,False,False,LOW,98163.310000,35,2026-09-25,True,True,CONTROLLED_SYNTHETIC
C000522,Synthetic Customer 000522,INDIVIDUAL,MASS,TR,BRANCH,2018-06-10,False,False,MEDIUM,31023.570000,30,2027-01-01,True,True,CONTROLLED_SYNTHETIC
C000523,Synthetic Customer 000523,INDIVIDUAL,PRIVATE,TR,BRANCH,2023-03-21,False,False,LOW,9029.500000,26,2027-03-02,True,True,CONTROLLED_SYNTHETIC
C000524,Synthetic Customer 000524,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2025-05-01,False,False,LOW,544592.880000,25,2027-06-05,True,True,CONTROLLED_SYNTHETIC
C000525,Synthetic Customer 000525,CORPORATE,SME,TR,DIGITAL,2026-04-14,False,False,LOW,60825.580000,22,2026-04-28,True,True,CONTROLLED_SYNTHETIC
C000526,Synthetic Customer 000526,INDIVIDUAL,MASS,TR,BRANCH,2024-08-06,False,False,LOW,450038.740000,26,2027-01-02,True,True,CONTROLLED_SYNTHETIC
C000527,Synthetic Customer 000527,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2019-11-17,False,False,LOW,22769.640000,34,2027-04-30,True,True,CONTROLLED_SYNTHETIC
C000528,Synthetic Customer 000528,INDIVIDUAL,MASS,TR,DIGITAL,2024-09-03,True,False,LOW,16111.890000,18,2027-09-01,True,True,CONTROLLED_SYNTHETIC
C000529,Synthetic Customer 000529,CORPORATE,COMMERCIAL,US,DIGITAL,2021-12-17,False,False,MEDIUM,53548.860000,30,2026-02-27,True,True,CONTROLLED_SYNTHETIC
C000530,Synthetic Customer 000530,INDIVIDUAL,AFFLUENT,TR,BRANCH,2024-02-12,False,False,LOW,38542.970000,31,2025-08-30,True,True,CONTROLLED_SYNTHETIC
C000531,Synthetic Customer 000531,INDIVIDUAL,MASS,TR,BRANCH,2022-09-21,False,False,LOW,923443.960000,27,2026-06-14,True,False,CONTROLLED_SYNTHETIC
C000532,Synthetic Customer 000532,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2021-03-20,False,False,LOW,87030.950000,35,2025-11-12,True,True,CONTROLLED_SYNTHETIC
C000533,Synthetic Customer 000533,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2023-07-16,False,False,LOW,17628.330000,24,2026-12-24,True,True,CONTROLLED_SYNTHETIC
C000534,Synthetic Customer 000534,CORPORATE,SME,TR,DIGITAL,2021-05-27,False,False,LOW,811554.470000,24,2027-05-12,True,True,CONTROLLED_SYNTHETIC
C000535,Synthetic Customer 000535,INDIVIDUAL,AFFLUENT,TR,BRANCH,2021-04-23,False,False,MEDIUM,59024.130000,34,2027-04-02,True,True,CONTROLLED_SYNTHETIC
C000536,Synthetic Customer 000536,CORPORATE,SME,TR,BRANCH,2021-11-23,False,False,MEDIUM,182580.830000,26,2026-08-31,True,True,CONTROLLED_SYNTHETIC
C000537,Synthetic Customer 000537,INDIVIDUAL,PRIVATE,TR,DIGITAL,2021-10-21,False,False,LOW,29023.200000,30,2026-06-28,True,True,CONTROLLED_SYNTHETIC
C000538,Synthetic Customer 000538,INDIVIDUAL,MASS,TR,BRANCH,2022-07-25,False,False,LOW,210283.260000,31,2027-04-02,True,True,CONTROLLED_SYNTHETIC
C000539,Synthetic Customer 000539,INDIVIDUAL,MASS,TR,BRANCH,2026-02-08,False,False,LOW,318430.880000,27,2026-06-25,True,True,CONTROLLED_SYNTHETIC
C000540,Synthetic Customer 000540,INDIVIDUAL,AFFLUENT,GB,DIGITAL,2022-05-28,False,False,MEDIUM,829975.680000,23,2027-03-03,True,True,CONTROLLED_SYNTHETIC
C000541,Synthetic Customer 000541,INDIVIDUAL,MASS,TR,DIGITAL,2017-11-19,False,False,LOW,27975.230000,30,2026-06-15,True,True,CONTROLLED_SYNTHETIC
C000542,Synthetic Customer 000542,CORPORATE,SME,TR,DIGITAL,2022-12-18,False,False,LOW,166428.610000,34,2027-02-27,True,True,CONTROLLED_SYNTHETIC
C000543,Synthetic Customer 000543,INDIVIDUAL,MASS,TR,BRANCH,2021-05-08,False,False,LOW,44948.520000,26,2025-08-11,True,True,CONTROLLED_SYNTHETIC
C000544,Synthetic Customer 000544,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2019-08-14,False,False,MEDIUM,82990.840000,27,2026-08-24,True,True,CONTROLLED_SYNTHETIC
C000545,Synthetic Customer 000545,INDIVIDUAL,MASS,TR,BRANCH,2018-09-10,False,False,HIGH,121747.030000,22,2027-05-02,True,True,CONTROLLED_SYNTHETIC
C000546,Synthetic Customer 000546,INDIVIDUAL,MASS,GE,RELATIONSHIP_MANAGER,2016-12-03,False,False,MEDIUM,39474.750000,31,2026-08-28,True,True,CONTROLLED_SYNTHETIC
C000547,Synthetic Customer 000547,INDIVIDUAL,MASS,TR,DIGITAL,2023-05-24,False,False,LOW,69797.880000,25,2026-11-23,True,True,CONTROLLED_SYNTHETIC
C000548,Synthetic Customer 000548,INDIVIDUAL,MASS,AE,BRANCH,2025-08-05,False,False,LOW,196204.300000,24,2025-12-15,True,True,CONTROLLED_SYNTHETIC
C000549,Synthetic Customer 000549,INDIVIDUAL,PRIVATE,AE,DIGITAL,2017-11-15,False,False,LOW,619005.710000,25,2027-02-11,True,True,CONTROLLED_SYNTHETIC
C000550,Synthetic Customer 000550,CORPORATE,SME,TR,BRANCH,2020-01-11,False,False,LOW,10518.070000,30,2027-02-11,False,True,CONTROLLED_SYNTHETIC
C000551,Synthetic Customer 000551,INDIVIDUAL,MASS,TR,DIGITAL,2018-01-26,False,False,MEDIUM,98452.150000,23,2025-07-29,True,True,CONTROLLED_SYNTHETIC
C000552,Synthetic Customer 000552,CORPORATE,CORPORATE,GB,DIGITAL,2017-06-13,False,False,LOW,8000.000000,31,2026-08-05,True,True,CONTROLLED_SYNTHETIC
C000553,Synthetic Customer 000553,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2017-11-20,False,False,MEDIUM,247389.090000,34,2026-12-19,True,True,CONTROLLED_SYNTHETIC
C000554,Synthetic Customer 000554,INDIVIDUAL,MASS,US,DIGITAL,2022-04-23,False,False,HIGH,90853.610000,18,2025-10-05,True,True,CONTROLLED_SYNTHETIC
C000555,Synthetic Customer 000555,INDIVIDUAL,AFFLUENT,TR,RELATIONSHIP_MANAGER,2026-02-21,False,False,LOW,756591.190000,20,2027-09-07,True,True,CONTROLLED_SYNTHETIC
C000556,Synthetic Customer 000556,INDIVIDUAL,MASS,TR,DIGITAL,2021-12-19,False,False,LOW,680149.840000,38,2025-12-27,True,True,CONTROLLED_SYNTHETIC
C000557,Synthetic Customer 000557,INDIVIDUAL,AFFLUENT,AE,DIGITAL,2018-06-20,False,False,LOW,45198.720000,34,2026-02-16,True,True,CONTROLLED_SYNTHETIC
C000558,Synthetic Customer 000558,CORPORATE,COMMERCIAL,TR,BRANCH,2020-02-15,False,False,MEDIUM,50767.010000,27,2026-08-19,True,True,CONTROLLED_SYNTHETIC
C000559,Synthetic Customer 000559,INDIVIDUAL,MASS,TR,DIGITAL,2017-01-06,False,False,HIGH,9287.990000,32,2027-01-08,True,True,CONTROLLED_SYNTHETIC
C000560,Synthetic Customer 000560,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-06-12,False,False,MEDIUM,378239.890000,29,2027-09-12,True,True,CONTROLLED_SYNTHETIC
C000561,Synthetic Customer 000561,INDIVIDUAL,MASS,TR,DIGITAL,2020-06-19,False,False,LOW,61435.740000,22,2026-03-04,True,False,CONTROLLED_SYNTHETIC
C000562,Synthetic Customer 000562,INDIVIDUAL,MASS,TR,BRANCH,2019-12-09,False,False,LOW,52481.560000,27,2026-12-01,True,False,CONTROLLED_SYNTHETIC
C000563,Synthetic Customer 000563,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2017-03-11,False,False,LOW,155767.980000,29,2025-09-05,True,True,CONTROLLED_SYNTHETIC
C000564,Synthetic Customer 000564,INDIVIDUAL,MASS,TR,BRANCH,2020-06-01,False,False,MEDIUM,18543.300000,33,2026-12-06,True,True,CONTROLLED_SYNTHETIC
C000565,Synthetic Customer 000565,INDIVIDUAL,MASS,TR,BRANCH,2019-12-05,False,False,LOW,57018.390000,34,2027-06-17,True,True,CONTROLLED_SYNTHETIC
C000566,Synthetic Customer 000566,INDIVIDUAL,MASS,TR,DIGITAL,2024-02-01,False,False,HIGH,146874.210000,25,2026-03-07,True,True,CONTROLLED_SYNTHETIC
C000567,Synthetic Customer 000567,INDIVIDUAL,AFFLUENT,GB,DIGITAL,2017-06-05,False,False,LOW,18418.120000,27,2026-01-24,True,True,CONTROLLED_SYNTHETIC
C000568,Synthetic Customer 000568,INDIVIDUAL,MASS,TR,DIGITAL,2017-07-19,False,False,LOW,44997.680000,31,2026-02-01,True,True,CONTROLLED_SYNTHETIC
C000569,Synthetic Customer 000569,INDIVIDUAL,MASS,US,BRANCH,2020-09-22,False,False,HIGH,150764.390000,28,2025-10-03,True,True,CONTROLLED_SYNTHETIC
C000570,Synthetic Customer 000570,INDIVIDUAL,MASS,TR,DIGITAL,2021-10-04,False,False,MEDIUM,95618.500000,19,2026-08-14,True,True,CONTROLLED_SYNTHETIC
C000571,Synthetic Customer 000571,INDIVIDUAL,MASS,TR,DIGITAL,2017-03-28,False,False,LOW,235405.790000,29,2027-09-27,True,True,CONTROLLED_SYNTHETIC
C000572,Synthetic Customer 000572,INDIVIDUAL,MASS,TR,BRANCH,2017-12-08,False,False,LOW,98767.390000,28,2027-05-20,True,True,CONTROLLED_SYNTHETIC
C000573,Synthetic Customer 000573,INDIVIDUAL,MASS,AE,DIGITAL,2020-04-27,False,False,LOW,561224.770000,34,2027-01-05,True,True,CONTROLLED_SYNTHETIC
C000574,Synthetic Customer 000574,CORPORATE,SME,RS,DIGITAL,2020-07-05,False,False,MEDIUM,58966.620000,29,2025-12-30,False,True,CONTROLLED_SYNTHETIC
C000575,Synthetic Customer 000575,INDIVIDUAL,MASS,TR,BRANCH,2016-09-14,False,False,MEDIUM,525374.210000,30,2026-02-10,True,True,CONTROLLED_SYNTHETIC
C000576,Synthetic Customer 000576,CORPORATE,COMMERCIAL,TR,BRANCH,2019-03-02,False,False,MEDIUM,182152.770000,22,2027-04-07,True,True,CONTROLLED_SYNTHETIC
C000577,Synthetic Customer 000577,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2016-10-06,False,False,MEDIUM,247553.330000,26,2025-10-25,True,False,CONTROLLED_SYNTHETIC
C000578,Synthetic Customer 000578,INDIVIDUAL,MASS,DE,BRANCH,2018-06-05,False,False,MEDIUM,54131.480000,22,2026-11-14,True,True,CONTROLLED_SYNTHETIC
C000579,Synthetic Customer 000579,INDIVIDUAL,AFFLUENT,TR,BRANCH,2021-02-02,False,False,LOW,39088.930000,26,2026-05-11,True,True,CONTROLLED_SYNTHETIC
C000580,Synthetic Customer 000580,INDIVIDUAL,AFFLUENT,GE,RELATIONSHIP_MANAGER,2020-07-05,False,False,LOW,25846.630000,24,2026-06-06,True,True,CONTROLLED_SYNTHETIC
C000581,Synthetic Customer 000581,CORPORATE,SME,TR,DIGITAL,2020-05-10,True,True,LOW,8000.000000,25,2026-10-06,True,True,CONTROLLED_SYNTHETIC
C000582,Synthetic Customer 000582,INDIVIDUAL,MASS,AE,DIGITAL,2018-05-23,True,False,LOW,316575.580000,25,2027-06-20,True,True,CONTROLLED_SYNTHETIC
C000583,Synthetic Customer 000583,INDIVIDUAL,MASS,US,BRANCH,2023-06-05,False,False,LOW,572272.320000,23,2027-05-07,True,True,CONTROLLED_SYNTHETIC
C000584,Synthetic Customer 000584,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2022-06-09,False,False,LOW,8538.090000,28,2027-04-25,True,True,CONTROLLED_SYNTHETIC
C000585,Synthetic Customer 000585,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2021-10-11,False,False,LOW,30550.340000,29,2025-10-28,True,True,CONTROLLED_SYNTHETIC
C000586,Synthetic Customer 000586,INDIVIDUAL,MASS,TR,BRANCH,2019-01-19,False,False,LOW,33170.280000,29,2027-05-05,True,True,CONTROLLED_SYNTHETIC
C000587,Synthetic Customer 000587,CORPORATE,SME,AE,DIGITAL,2019-08-05,False,False,HIGH,78631.960000,35,2027-06-20,True,True,CONTROLLED_SYNTHETIC
C000588,Synthetic Customer 000588,INDIVIDUAL,MASS,TR,BRANCH,2024-11-08,False,False,MEDIUM,10699.540000,35,2026-04-18,True,True,CONTROLLED_SYNTHETIC
C000589,Synthetic Customer 000589,INDIVIDUAL,MASS,TR,BRANCH,2017-09-02,False,False,LOW,235321.870000,28,2026-11-20,True,True,CONTROLLED_SYNTHETIC
C000590,Synthetic Customer 000590,CORPORATE,CORPORATE,TR,DIGITAL,2024-08-31,False,False,LOW,166745.470000,29,2027-05-09,True,True,CONTROLLED_SYNTHETIC
C000591,Synthetic Customer 000591,INDIVIDUAL,MASS,US,DIGITAL,2024-12-01,False,False,LOW,325515.710000,27,2026-09-24,True,True,CONTROLLED_SYNTHETIC
C000592,Synthetic Customer 000592,CORPORATE,SME,TR,DIGITAL,2022-12-30,False,False,MEDIUM,27068.390000,20,2027-05-21,True,True,CONTROLLED_SYNTHETIC
C000593,Synthetic Customer 000593,INDIVIDUAL,MASS,TR,BRANCH,2016-12-13,False,False,LOW,840030.900000,31,2025-11-06,True,True,CONTROLLED_SYNTHETIC
C000594,Synthetic Customer 000594,INDIVIDUAL,MASS,AE,BRANCH,2020-11-26,False,False,MEDIUM,70412.790000,29,2026-12-29,True,True,CONTROLLED_SYNTHETIC
C000595,Synthetic Customer 000595,INDIVIDUAL,MASS,TR,BRANCH,2020-04-26,False,False,LOW,46532.680000,25,2026-10-11,True,True,CONTROLLED_SYNTHETIC
C000596,Synthetic Customer 000596,INDIVIDUAL,MASS,XH,BRANCH,2020-05-21,False,False,LOW,27095.750000,18,2027-09-15,True,True,CONTROLLED_SYNTHETIC
C000597,Synthetic Customer 000597,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2017-11-19,False,False,MEDIUM,135994.710000,21,2027-10-10,True,True,CONTROLLED_SYNTHETIC
C000598,Synthetic Customer 000598,INDIVIDUAL,MASS,DE,BRANCH,2024-03-29,False,False,LOW,115152.830000,25,2025-12-02,True,True,CONTROLLED_SYNTHETIC
C000599,Synthetic Customer 000599,INDIVIDUAL,AFFLUENT,DE,DIGITAL,2023-09-12,False,False,LOW,197837.200000,30,2026-05-02,True,True,CONTROLLED_SYNTHETIC
C000600,Synthetic Customer 000600,CORPORATE,COMMERCIAL,TR,BRANCH,2024-07-06,False,False,LOW,45729.800000,23,2025-08-14,True,False,CONTROLLED_SYNTHETIC
C000601,Synthetic Customer 000601,INDIVIDUAL,MASS,GB,BRANCH,2021-03-11,False,False,MEDIUM,32839.310000,32,2026-02-23,True,True,CONTROLLED_SYNTHETIC
C000602,Synthetic Customer 000602,INDIVIDUAL,MASS,DE,BRANCH,2018-12-31,False,False,LOW,125631.640000,23,2025-06-28,True,True,CONTROLLED_SYNTHETIC
C000603,Synthetic Customer 000603,CORPORATE,SME,TR,DIGITAL,2018-09-12,False,False,LOW,91769.040000,35,2025-12-27,True,True,CONTROLLED_SYNTHETIC
C000604,Synthetic Customer 000604,INDIVIDUAL,AFFLUENT,DE,RELATIONSHIP_MANAGER,2021-05-23,False,False,MEDIUM,25121.560000,17,2026-04-06,True,False,CONTROLLED_SYNTHETIC
C000605,Synthetic Customer 000605,INDIVIDUAL,AFFLUENT,US,BRANCH,2017-10-22,False,False,LOW,8011.420000,32,2027-02-09,True,True,CONTROLLED_SYNTHETIC
C000606,Synthetic Customer 000606,INDIVIDUAL,MASS,GB,DIGITAL,2022-11-29,False,False,LOW,98104.730000,34,2025-08-11,True,True,CONTROLLED_SYNTHETIC
C000607,Synthetic Customer 000607,INDIVIDUAL,MASS,TR,DIGITAL,2021-07-24,False,False,LOW,24147.670000,32,2027-06-08,True,True,CONTROLLED_SYNTHETIC
C000608,Synthetic Customer 000608,INDIVIDUAL,MASS,TR,DIGITAL,2019-01-26,False,False,LOW,174271.590000,26,2025-12-07,True,True,CONTROLLED_SYNTHETIC
C000609,Synthetic Customer 000609,INDIVIDUAL,MASS,XH,DIGITAL,2023-11-16,False,False,LOW,191684.970000,30,2026-02-28,True,True,CONTROLLED_SYNTHETIC
C000610,Synthetic Customer 000610,INDIVIDUAL,MASS,TR,BRANCH,2019-12-23,False,False,LOW,182491.060000,21,2027-08-06,True,True,CONTROLLED_SYNTHETIC
C000611,Synthetic Customer 000611,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2018-08-17,False,False,LOW,109637.670000,29,2025-09-21,True,True,CONTROLLED_SYNTHETIC
C000612,Synthetic Customer 000612,CORPORATE,SME,TR,BRANCH,2020-06-05,False,False,MEDIUM,691830.210000,28,2025-10-09,True,True,CONTROLLED_SYNTHETIC
C000613,Synthetic Customer 000613,INDIVIDUAL,PRIVATE,TR,BRANCH,2021-06-18,False,False,MEDIUM,78521.820000,16,2025-08-13,True,True,CONTROLLED_SYNTHETIC
C000614,Synthetic Customer 000614,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2022-02-03,False,False,MEDIUM,76894.800000,27,2027-09-24,True,True,CONTROLLED_SYNTHETIC
C000615,Synthetic Customer 000615,INDIVIDUAL,MASS,TR,DIGITAL,2021-03-30,False,False,LOW,19859.170000,28,2027-02-16,True,True,CONTROLLED_SYNTHETIC
C000616,Synthetic Customer 000616,INDIVIDUAL,MASS,TR,DIGITAL,2017-08-29,False,False,LOW,230312.110000,31,2027-03-25,True,True,CONTROLLED_SYNTHETIC
C000617,Synthetic Customer 000617,INDIVIDUAL,AFFLUENT,GB,BRANCH,2021-09-18,False,False,LOW,619803.130000,27,2027-06-09,True,True,CONTROLLED_SYNTHETIC
C000618,Synthetic Customer 000618,INDIVIDUAL,MASS,GE,BRANCH,2021-09-15,False,False,MEDIUM,645835.780000,28,2026-09-30,True,False,CONTROLLED_SYNTHETIC
C000619,Synthetic Customer 000619,INDIVIDUAL,MASS,TR,DIGITAL,2020-08-08,False,False,MEDIUM,63592.240000,26,2026-11-12,True,True,CONTROLLED_SYNTHETIC
C000620,Synthetic Customer 000620,INDIVIDUAL,MASS,TR,BRANCH,2017-12-18,False,False,HIGH,99300.380000,25,2027-01-25,True,True,CONTROLLED_SYNTHETIC
C000621,Synthetic Customer 000621,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2022-09-20,False,False,LOW,38333.260000,28,2026-12-25,True,True,CONTROLLED_SYNTHETIC
C000622,Synthetic Customer 000622,CORPORATE,SME,TR,RELATIONSHIP_MANAGER,2017-02-11,False,False,LOW,235621.220000,29,2027-01-24,True,True,CONTROLLED_SYNTHETIC
C000623,Synthetic Customer 000623,CORPORATE,SME,TR,DIGITAL,2019-10-18,False,False,LOW,324288.580000,19,2026-12-16,True,True,CONTROLLED_SYNTHETIC
C000624,Synthetic Customer 000624,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2021-10-22,False,False,LOW,480877.730000,22,2027-01-15,True,True,CONTROLLED_SYNTHETIC
C000625,Synthetic Customer 000625,INDIVIDUAL,MASS,TR,BRANCH,2026-04-18,False,False,HIGH,154575.930000,21,2025-11-22,True,True,CONTROLLED_SYNTHETIC
C000626,Synthetic Customer 000626,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2023-09-26,False,False,MEDIUM,59538.890000,21,2026-03-10,True,True,CONTROLLED_SYNTHETIC
C000627,Synthetic Customer 000627,INDIVIDUAL,MASS,TR,RELATIONSHIP_MANAGER,2021-09-02,False,False,LOW,330839.290000,36,2026-02-05,True,True,CONTROLLED_SYNTHETIC
C000628,Synthetic Customer 000628,INDIVIDUAL,MASS,TR,DIGITAL,2017-02-09,False,False,MEDIUM,140495.660000,23,2027-03-27,True,True,CONTROLLED_SYNTHETIC
C000629,Synthetic Customer 000629,INDIVIDUAL,AFFLUENT,TR,DIGITAL,2022-06-05,False,False,MEDIUM,64302.790000,30,2027-02-26,True,True,CONTROLLED_SYNTHETIC
C000630,Synthetic Customer 000630,CORPORATE,SME,TR,DIGITAL,2023-11-09,False,False,LOW,16710.370000,31,2027-09-14,True,True,CONTROLLED_SYNTHETIC
C000631,Synthetic Customer 000631,CORPORATE,SME,TR,BRANCH,2019-03-15,False,False,MEDIUM,190945.920000,32,2027-10-06,True,True,CONTROLLED_SYNTHETIC
C000632,Synthetic Customer 000632,CORPORATE,SME,TR,DIGITAL,2026-06-16,False,False,LOW,89057.220000,32,2027-04-08,True,True,CONTROLLED_SYNTHETIC
