account_id,customer_id,account_type,currency,opened_date,status,dormant_flag,dormant_since,data_class
A0000267,C001067,PAYMENT,TRY,2025-10-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000268,C000899,PAYMENT,USD,2022-06-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000269,C000194,SAVINGS,TRY,2019-01-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000270,C001387,CURRENT,TRY,2017-01-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000271,C001486,CURRENT,TRY,2015-11-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000272,C000981,CURRENT,EUR,2025-02-18,OPEN,True,1724457600000000000,CONTROLLED_SYNTHETIC
A0000273,C001229,SAVINGS,USD,2021-08-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000274,C000829,PAYMENT,TRY,2015-05-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000275,C001761,CURRENT,TRY,2017-02-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000276,C001399,SAVINGS,TRY,2023-04-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000277,C001389,PAYMENT,USD,2023-02-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000278,C000016,SAVINGS,TRY,2026-01-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000279,C001000,PAYMENT,USD,2023-11-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000280,C000964,PAYMENT,TRY,2019-04-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000281,C000130,PAYMENT,TRY,2023-08-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000282,C000548,CURRENT,TRY,2021-01-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000283,C001127,CURRENT,TRY,2017-07-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000284,C000139,SAVINGS,TRY,2022-04-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000285,C000664,CURRENT,TRY,2018-05-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000286,C000241,PAYMENT,TRY,2018-01-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000287,C000202,SAVINGS,TRY,2021-06-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000288,C000469,PAYMENT,TRY,2021-12-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000289,C000504,CURRENT,TRY,2017-04-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000290,C000858,CURRENT,TRY,2020-07-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000291,C000080,CURRENT,TRY,2021-01-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000292,C000249,SAVINGS,USD,2025-02-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000293,C000102,CURRENT,TRY,2024-02-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000294,C000682,PAYMENT,TRY,2022-09-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000295,C000005,PAYMENT,TRY,2021-06-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000296,C001629,PAYMENT,TRY,2024-01-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000297,C001102,SAVINGS,TRY,2019-03-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000298,C000925,CURRENT,TRY,2018-12-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000299,C001739,SAVINGS,TRY,2020-11-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000300,C001655,PAYMENT,TRY,2015-11-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000301,C000743,SAVINGS,TRY,2022-06-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000302,C000132,BUSINESS,TRY,2018-01-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000303,C000823,SAVINGS,TRY,2016-11-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000304,C001569,PAYMENT,TRY,2018-11-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000305,C000572,SAVINGS,TRY,2017-06-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000306,C000643,SAVINGS,TRY,2022-05-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000307,C001341,PAYMENT,TRY,2015-09-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000308,C001631,BUSINESS,TRY,2015-01-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000309,C001108,CURRENT,TRY,2021-10-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000310,C000606,CURRENT,TRY,2017-08-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000311,C001177,PAYMENT,TRY,2018-11-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000312,C000008,PAYMENT,TRY,2024-01-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000313,C000049,SAVINGS,TRY,2016-11-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000314,C001196,PAYMENT,TRY,2025-12-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000315,C001162,CURRENT,TRY,2020-08-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000316,C001646,SAVINGS,TRY,2023-03-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000317,C001290,CURRENT,EUR,2020-09-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000318,C000001,SAVINGS,TRY,2021-05-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000319,C001284,BUSINESS,TRY,2019-04-22,OPEN,True,1746403200000000000,CONTROLLED_SYNTHETIC
A0000320,C001390,CURRENT,TRY,2025-09-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000321,C000121,CURRENT,USD,2021-03-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000322,C000351,CURRENT,TRY,2022-01-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000323,C001570,CURRENT,USD,2019-10-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000324,C000697,CURRENT,TRY,2019-02-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000325,C001625,CURRENT,TRY,2019-09-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000326,C000308,BUSINESS,TRY,2018-07-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000327,C000211,SAVINGS,TRY,2016-06-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000328,C000730,SAVINGS,USD,2025-09-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000329,C001422,PAYMENT,TRY,2015-02-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000330,C000325,CURRENT,TRY,2019-02-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000331,C001486,PAYMENT,TRY,2024-04-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000332,C001343,BUSINESS,TRY,2017-04-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000333,C001298,CURRENT,TRY,2015-08-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000334,C000459,PAYMENT,TRY,2017-02-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000335,C001080,SAVINGS,TRY,2014-11-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000336,C001749,CURRENT,TRY,2025-08-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000337,C001483,BUSINESS,TRY,2017-11-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000338,C000834,PAYMENT,USD,2021-09-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000339,C001645,CURRENT,TRY,2021-06-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000340,C000036,SAVINGS,USD,2015-08-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000341,C000854,CURRENT,TRY,2025-05-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000342,C000278,CURRENT,TRY,2025-07-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000343,C001050,SAVINGS,TRY,2015-02-18,OPEN,True,1753488000000000000,CONTROLLED_SYNTHETIC
A0000344,C000420,SAVINGS,TRY,2016-08-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000345,C001415,PAYMENT,TRY,2020-06-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000346,C001444,CURRENT,TRY,2022-06-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000347,C001105,CURRENT,TRY,2024-12-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000348,C000053,SAVINGS,TRY,2023-05-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000349,C000007,CURRENT,TRY,2017-05-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000350,C000977,CURRENT,TRY,2019-04-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000351,C000755,SAVINGS,TRY,2016-10-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000352,C000084,CURRENT,TRY,2023-08-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000353,C001697,BUSINESS,TRY,2024-06-25,OPEN,True,1713830400000000000,CONTROLLED_SYNTHETIC
A0000354,C001507,CURRENT,EUR,2017-07-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000355,C001178,PAYMENT,TRY,2019-12-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000356,C001437,CURRENT,TRY,2017-04-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000357,C000093,PAYMENT,TRY,2015-11-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000358,C001502,SAVINGS,TRY,2019-08-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000359,C001056,CURRENT,TRY,2016-04-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000360,C000733,BUSINESS,TRY,2016-08-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000361,C000839,CURRENT,TRY,2019-01-17,OPEN,True,1713571200000000000,CONTROLLED_SYNTHETIC
A0000362,C001738,CURRENT,TRY,2015-04-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000363,C001265,BUSINESS,TRY,2018-06-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000364,C000511,SAVINGS,TRY,2025-02-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000365,C000866,BUSINESS,TRY,2015-11-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000366,C001567,BUSINESS,TRY,2017-09-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000367,C001404,CURRENT,TRY,2019-05-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000368,C000098,CURRENT,TRY,2018-05-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000369,C000913,BUSINESS,TRY,2016-01-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000370,C001198,CURRENT,TRY,2021-02-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000371,C001020,CURRENT,TRY,2017-06-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000372,C000157,CURRENT,TRY,2017-04-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000373,C001766,SAVINGS,TRY,2023-01-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000374,C000721,PAYMENT,EUR,2018-05-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000375,C001002,CURRENT,TRY,2017-02-09,OPEN,True,1757808000000000000,CONTROLLED_SYNTHETIC
A0000376,C000342,SAVINGS,TRY,2016-08-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000377,C000671,PAYMENT,TRY,2021-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000378,C001777,CURRENT,TRY,2023-12-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000379,C000910,SAVINGS,TRY,2016-08-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000380,C000264,SAVINGS,TRY,2016-11-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000381,C000396,PAYMENT,TRY,2016-01-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000382,C000809,SAVINGS,TRY,2017-10-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000383,C000567,CURRENT,TRY,2022-08-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000384,C000758,PAYMENT,TRY,2017-10-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000385,C000143,CURRENT,TRY,2022-09-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000386,C000167,PAYMENT,TRY,2016-10-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000387,C001140,SAVINGS,USD,2021-01-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000388,C001009,SAVINGS,TRY,2017-05-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000389,C000621,SAVINGS,TRY,2015-08-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000390,C001389,SAVINGS,TRY,2021-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000391,C000994,PAYMENT,TRY,2023-07-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000392,C000211,BUSINESS,TRY,2023-07-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000393,C001181,SAVINGS,TRY,2024-09-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000394,C000868,SAVINGS,TRY,2017-10-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000395,C001129,PAYMENT,EUR,2023-08-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000396,C000176,SAVINGS,TRY,2024-08-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000397,C000517,CURRENT,USD,2025-05-16,OPEN,True,1713571200000000000,CONTROLLED_SYNTHETIC
A0000398,C000996,CURRENT,TRY,2023-11-13,OPEN,True,1766793600000000000,CONTROLLED_SYNTHETIC
A0000399,C001028,SAVINGS,TRY,2023-12-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000400,C001355,CURRENT,TRY,2018-10-25,OPEN,False,,CONTROLLED_SYNTHETIC
A0000401,C000448,CURRENT,TRY,2021-05-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000402,C001179,CURRENT,TRY,2025-04-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000403,C000026,CURRENT,TRY,2023-06-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000404,C000268,PAYMENT,TRY,2023-01-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000405,C000855,CURRENT,TRY,2022-06-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000406,C001066,PAYMENT,TRY,2025-08-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000407,C001230,CURRENT,USD,2015-12-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000408,C001094,SAVINGS,TRY,2024-01-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000409,C000070,BUSINESS,TRY,2024-07-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000410,C001749,CURRENT,USD,2016-10-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000411,C001489,CURRENT,TRY,2017-04-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000412,C000761,CURRENT,TRY,2024-10-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000413,C000333,PAYMENT,TRY,2018-11-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000414,C000967,BUSINESS,TRY,2025-05-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000415,C000807,BUSINESS,TRY,2024-07-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000416,C000147,CURRENT,TRY,2019-02-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000417,C000080,PAYMENT,EUR,2023-03-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000418,C000535,BUSINESS,EUR,2015-04-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000419,C000394,PAYMENT,TRY,2025-04-03,OPEN,False,,CONTROLLED_SYNTHETIC
A0000420,C000406,BUSINESS,TRY,2024-05-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000421,C001459,SAVINGS,TRY,2017-03-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000422,C001561,CURRENT,TRY,2017-04-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000423,C001419,CURRENT,TRY,2015-11-21,OPEN,True,1759968000000000000,CONTROLLED_SYNTHETIC
A0000424,C000556,SAVINGS,TRY,2023-07-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000425,C000362,CURRENT,TRY,2016-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000426,C000463,CURRENT,TRY,2018-07-13,OPEN,True,1713484800000000000,CONTROLLED_SYNTHETIC
A0000427,C000375,PAYMENT,TRY,2019-07-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000428,C000526,CURRENT,TRY,2016-12-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000429,C001402,SAVINGS,TRY,2019-08-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000430,C001001,CURRENT,TRY,2024-05-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000431,C001540,PAYMENT,TRY,2020-06-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000432,C000444,CURRENT,TRY,2015-09-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000433,C000363,PAYMENT,TRY,2020-12-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000434,C001496,PAYMENT,TRY,2024-03-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000435,C000224,CURRENT,TRY,2018-07-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000436,C001572,BUSINESS,TRY,2019-07-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000437,C000648,CURRENT,TRY,2022-01-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000438,C001435,PAYMENT,TRY,2024-06-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000439,C000904,CURRENT,TRY,2019-07-03,OPEN,True,1723161600000000000,CONTROLLED_SYNTHETIC
A0000440,C001386,CURRENT,TRY,2025-01-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000441,C000735,BUSINESS,TRY,2021-07-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000442,C000819,CURRENT,TRY,2021-09-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000443,C000098,SAVINGS,TRY,2024-12-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000444,C000512,BUSINESS,USD,2024-10-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000445,C001096,CURRENT,TRY,2023-07-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000446,C000989,CURRENT,TRY,2020-01-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000447,C000537,CURRENT,TRY,2018-03-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000448,C001060,CURRENT,TRY,2023-05-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000449,C000882,CURRENT,TRY,2024-10-31,OPEN,False,,CONTROLLED_SYNTHETIC
A0000450,C000962,CURRENT,TRY,2024-08-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000451,C000428,PAYMENT,TRY,2025-09-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000452,C000699,CURRENT,USD,2017-03-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000453,C000639,CURRENT,TRY,2020-11-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000454,C001431,CURRENT,TRY,2024-01-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000455,C000451,BUSINESS,TRY,2021-05-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000456,C001458,BUSINESS,TRY,2017-12-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000457,C000070,CURRENT,TRY,2025-05-30,OPEN,False,,CONTROLLED_SYNTHETIC
A0000458,C000267,CURRENT,USD,2021-10-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000459,C000984,CURRENT,TRY,2021-01-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000460,C000760,CURRENT,TRY,2016-08-05,OPEN,False,,CONTROLLED_SYNTHETIC
A0000461,C000931,PAYMENT,TRY,2019-10-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000462,C001637,BUSINESS,TRY,2016-05-22,OPEN,False,,CONTROLLED_SYNTHETIC
A0000463,C000632,CURRENT,TRY,2016-07-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000464,C001651,CURRENT,USD,2021-07-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000465,C000401,PAYMENT,USD,2024-11-23,OPEN,False,,CONTROLLED_SYNTHETIC
A0000466,C000817,SAVINGS,USD,2021-06-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000467,C001466,CURRENT,TRY,2025-03-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000468,C000857,CURRENT,TRY,2015-03-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000469,C000840,BUSINESS,TRY,2018-03-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000470,C001734,SAVINGS,TRY,2018-07-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000471,C001407,SAVINGS,TRY,2021-10-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000472,C000138,CURRENT,TRY,2023-12-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000473,C000357,CURRENT,TRY,2018-08-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000474,C000599,BUSINESS,TRY,2022-01-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000475,C000577,SAVINGS,TRY,2023-12-15,OPEN,False,,CONTROLLED_SYNTHETIC
A0000476,C000578,PAYMENT,TRY,2022-05-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000477,C000349,PAYMENT,USD,2016-07-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000478,C001032,PAYMENT,TRY,2024-02-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000479,C000236,SAVINGS,TRY,2026-02-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000480,C001062,CURRENT,TRY,2015-07-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000481,C000655,CURRENT,TRY,2021-08-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000482,C001421,SAVINGS,TRY,2024-01-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000483,C001351,SAVINGS,TRY,2020-08-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000484,C000961,BUSINESS,TRY,2021-03-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000485,C001454,CURRENT,TRY,2015-02-11,OPEN,False,,CONTROLLED_SYNTHETIC
A0000486,C001228,SAVINGS,USD,2022-03-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000487,C001580,PAYMENT,TRY,2023-07-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000488,C001568,BUSINESS,TRY,2024-07-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000489,C001495,PAYMENT,TRY,2020-09-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000490,C000133,SAVINGS,TRY,2020-12-12,OPEN,False,,CONTROLLED_SYNTHETIC
A0000491,C001523,CURRENT,TRY,2019-11-19,OPEN,False,,CONTROLLED_SYNTHETIC
A0000492,C000088,CURRENT,TRY,2020-07-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000493,C001583,SAVINGS,TRY,2018-12-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000494,C000813,CURRENT,TRY,2017-09-19,OPEN,True,1731369600000000000,CONTROLLED_SYNTHETIC
A0000495,C001108,CURRENT,USD,2017-05-17,OPEN,False,,CONTROLLED_SYNTHETIC
A0000496,C000050,SAVINGS,TRY,2016-04-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000497,C001427,CURRENT,TRY,2015-09-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000498,C001149,BUSINESS,TRY,2025-09-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000499,C001424,CURRENT,TRY,2018-09-10,OPEN,False,,CONTROLLED_SYNTHETIC
A0000500,C001751,CURRENT,TRY,2023-03-29,OPEN,False,,CONTROLLED_SYNTHETIC
A0000501,C000675,SAVINGS,TRY,2017-08-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000502,C001425,BUSINESS,TRY,2016-02-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000503,C000738,CURRENT,TRY,2018-11-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000504,C000923,CURRENT,TRY,2023-04-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000505,C001365,PAYMENT,TRY,2025-01-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000506,C000645,CURRENT,TRY,2018-12-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000507,C001658,SAVINGS,TRY,2023-03-16,OPEN,False,,CONTROLLED_SYNTHETIC
A0000508,C001694,SAVINGS,TRY,2021-08-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000509,C001558,SAVINGS,TRY,2017-06-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000510,C000930,BUSINESS,TRY,2018-10-20,OPEN,False,,CONTROLLED_SYNTHETIC
A0000511,C000433,SAVINGS,USD,2023-10-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000512,C000255,SAVINGS,USD,2015-07-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000513,C000731,PAYMENT,TRY,2026-02-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000514,C000785,CURRENT,EUR,2019-10-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000515,C001611,CURRENT,USD,2018-06-26,OPEN,False,,CONTROLLED_SYNTHETIC
A0000516,C000348,SAVINGS,TRY,2018-03-24,OPEN,False,,CONTROLLED_SYNTHETIC
A0000517,C001552,CURRENT,TRY,2020-05-08,OPEN,False,,CONTROLLED_SYNTHETIC
A0000518,C000042,PAYMENT,TRY,2023-07-01,OPEN,False,,CONTROLLED_SYNTHETIC
A0000519,C000865,BUSINESS,TRY,2017-09-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000520,C001199,PAYMENT,TRY,2018-11-18,OPEN,False,,CONTROLLED_SYNTHETIC
A0000521,C001075,PAYMENT,TRY,2016-02-26,OPEN,True,1760659200000000000,CONTROLLED_SYNTHETIC
A0000522,C001410,SAVINGS,TRY,2019-06-13,OPEN,False,,CONTROLLED_SYNTHETIC
A0000523,C001089,BUSINESS,TRY,2020-04-02,OPEN,False,,CONTROLLED_SYNTHETIC
A0000524,C001385,PAYMENT,TRY,2018-06-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000525,C001168,CURRENT,TRY,2026-01-21,OPEN,False,,CONTROLLED_SYNTHETIC
A0000526,C001436,PAYMENT,EUR,2015-05-05,OPEN,True,1740009600000000000,CONTROLLED_SYNTHETIC
A0000527,C001655,PAYMENT,TRY,2017-03-06,OPEN,False,,CONTROLLED_SYNTHETIC
A0000528,C000652,CURRENT,TRY,2018-10-05,OPEN,True,1760659200000000000,CONTROLLED_SYNTHETIC
A0000529,C001571,SAVINGS,USD,2019-10-14,OPEN,False,,CONTROLLED_SYNTHETIC
A0000530,C000005,CURRENT,USD,2021-05-04,OPEN,False,,CONTROLLED_SYNTHETIC
A0000531,C000972,PAYMENT,TRY,2014-12-28,OPEN,False,,CONTROLLED_SYNTHETIC
A0000532,C001314,CURRENT,TRY,2025-04-09,OPEN,False,,CONTROLLED_SYNTHETIC
A0000533,C001473,SAVINGS,TRY,2015-03-27,OPEN,False,,CONTROLLED_SYNTHETIC
A0000534,C000254,PAYMENT,USD,2022-12-07,OPEN,False,,CONTROLLED_SYNTHETIC
A0000535,C001349,SAVINGS,USD,2018-06-15,OPEN,False,,CONTROLLED_SYNTHETIC
