customer_id,geography_score,pep_score,watchlist_score,occupation_score,channel_score,control_gap_score,kyc_risk_score,kyc_risk_band,kyc_overdue_flag,risk_reason
C000001,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000446,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000447,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000448,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000449,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000450,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000451,16.000000,0.000000,0.000000,10.000000,8.000000,0.000000,34.000000,MEDIUM,False,geography=16; occupation=10; channel=8
C000452,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,True,occupation=10; channel=8; geography=5
C000453,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,True,occupation=10; geography=5; channel=5
C000454,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000455,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,True,geography=4; occupation=2; channel=2
C000456,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000457,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000458,6.000000,0.000000,0.000000,10.000000,2.000000,12.000000,30.000000,MEDIUM,True,KYC control gap=12; occupation=10; geography=6
C000459,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000460,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000461,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,True,occupation=10; geography=5; channel=5
C000462,5.000000,0.000000,0.000000,20.000000,2.000000,0.000000,27.000000,LOW,False,occupation=20; geography=5; channel=2
C000463,5.000000,0.000000,0.000000,20.000000,2.000000,0.000000,27.000000,LOW,False,occupation=20; geography=5; channel=2
C000464,5.000000,0.000000,0.000000,2.000000,8.000000,12.000000,27.000000,LOW,False,KYC control gap=12; channel=8; geography=5
C000465,4.000000,0.000000,0.000000,2.000000,8.000000,0.000000,14.000000,LOW,True,channel=8; geography=4; occupation=2
C000466,14.000000,0.000000,0.000000,10.000000,2.000000,12.000000,38.000000,MEDIUM,False,geography=14; KYC control gap=12; occupation=10
C000467,18.000000,0.000000,0.000000,2.000000,8.000000,0.000000,28.000000,MEDIUM,False,geography=18; channel=8; occupation=2
C000468,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000469,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000470,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000471,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000472,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000473,5.000000,0.000000,0.000000,2.000000,2.000000,12.000000,21.000000,LOW,False,KYC control gap=12; geography=5; occupation=2
C000474,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000475,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000476,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000477,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000478,5.000000,22.000000,0.000000,10.000000,2.000000,0.000000,39.000000,MEDIUM,False,PEP=22; occupation=10; geography=5
C000479,18.000000,0.000000,0.000000,2.000000,2.000000,12.000000,34.000000,MEDIUM,False,geography=18; KYC control gap=12; occupation=2
C000480,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000481,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000482,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000483,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000484,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000485,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000486,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000487,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000488,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000489,4.000000,0.000000,0.000000,2.000000,8.000000,0.000000,14.000000,LOW,False,channel=8; geography=4; occupation=2
C000490,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000491,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000492,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000493,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000494,18.000000,0.000000,0.000000,2.000000,5.000000,0.000000,25.000000,LOW,True,geography=18; channel=5; occupation=2
C000495,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000496,4.000000,0.000000,0.000000,2.000000,8.000000,0.000000,14.000000,LOW,False,channel=8; geography=4; occupation=2
C000497,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,True,occupation=10; channel=8; geography=5
C000498,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000499,5.000000,0.000000,0.000000,20.000000,8.000000,0.000000,33.000000,MEDIUM,False,occupation=20; channel=8; geography=5
C000500,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000501,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000502,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000503,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000504,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000505,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,True,geography=4; occupation=2; channel=2
C000506,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000507,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000508,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,False,geography=4; occupation=2; channel=2
C000509,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000510,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000511,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000512,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000513,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000514,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000515,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000516,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000517,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000518,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000519,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000520,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000521,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000522,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000523,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000524,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000525,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000526,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000527,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000528,5.000000,22.000000,0.000000,2.000000,8.000000,0.000000,37.000000,MEDIUM,False,PEP=22; channel=8; geography=5
C000529,6.000000,0.000000,0.000000,10.000000,8.000000,0.000000,24.000000,LOW,True,occupation=10; channel=8; geography=6
C000530,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000531,5.000000,0.000000,0.000000,2.000000,2.000000,12.000000,21.000000,LOW,True,KYC control gap=12; geography=5; occupation=2
C000532,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000533,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000534,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000535,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000536,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000537,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000538,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000539,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000540,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000541,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000542,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000543,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000544,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000545,5.000000,0.000000,0.000000,20.000000,2.000000,0.000000,27.000000,LOW,False,occupation=20; geography=5; channel=2
C000546,16.000000,0.000000,0.000000,10.000000,5.000000,0.000000,31.000000,MEDIUM,False,geography=16; occupation=10; channel=5
C000547,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000548,14.000000,0.000000,0.000000,2.000000,2.000000,0.000000,18.000000,LOW,True,geography=14; occupation=2; channel=2
C000549,14.000000,0.000000,0.000000,2.000000,8.000000,0.000000,24.000000,LOW,False,geography=14; channel=8; occupation=2
C000550,5.000000,0.000000,0.000000,2.000000,2.000000,13.000000,22.000000,LOW,False,KYC control gap=13; geography=5; occupation=2
C000551,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,True,occupation=10; channel=8; geography=5
C000552,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000553,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000554,6.000000,0.000000,0.000000,20.000000,8.000000,0.000000,34.000000,MEDIUM,True,occupation=20; channel=8; geography=6
C000555,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000556,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000557,14.000000,0.000000,0.000000,2.000000,8.000000,0.000000,24.000000,LOW,True,geography=14; channel=8; occupation=2
C000558,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000559,5.000000,0.000000,0.000000,20.000000,8.000000,0.000000,33.000000,MEDIUM,False,occupation=20; channel=8; geography=5
C000560,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000561,5.000000,0.000000,0.000000,2.000000,8.000000,12.000000,27.000000,LOW,True,KYC control gap=12; channel=8; geography=5
C000562,5.000000,0.000000,0.000000,2.000000,2.000000,12.000000,21.000000,LOW,False,KYC control gap=12; geography=5; occupation=2
C000563,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000564,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000565,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000566,5.000000,0.000000,0.000000,20.000000,8.000000,0.000000,33.000000,MEDIUM,True,occupation=20; channel=8; geography=5
C000567,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000568,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000569,6.000000,0.000000,0.000000,20.000000,2.000000,0.000000,28.000000,MEDIUM,True,occupation=20; geography=6; channel=2
C000570,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,True,occupation=10; channel=8; geography=5
C000571,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000572,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000573,14.000000,0.000000,0.000000,2.000000,8.000000,0.000000,24.000000,LOW,False,geography=14; channel=8; occupation=2
C000574,18.000000,0.000000,0.000000,10.000000,8.000000,13.000000,49.000000,HIGH,True,geography=18; KYC control gap=13; occupation=10
C000575,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000576,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000577,5.000000,0.000000,0.000000,10.000000,8.000000,12.000000,35.000000,MEDIUM,True,KYC control gap=12; occupation=10; channel=8
C000578,4.000000,0.000000,0.000000,10.000000,2.000000,0.000000,16.000000,LOW,False,occupation=10; geography=4; channel=2
C000579,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000580,16.000000,0.000000,0.000000,2.000000,5.000000,0.000000,23.000000,LOW,True,geography=16; channel=5; occupation=2
C000581,5.000000,22.000000,35.000000,2.000000,8.000000,0.000000,72.000000,HIGH,False,synthetic screening=35; PEP=22; channel=8
C000582,14.000000,22.000000,0.000000,2.000000,8.000000,0.000000,46.000000,HIGH,False,PEP=22; geography=14; channel=8
C000583,6.000000,0.000000,0.000000,2.000000,2.000000,0.000000,10.000000,LOW,False,geography=6; occupation=2; channel=2
C000584,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000585,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000586,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000587,14.000000,0.000000,0.000000,20.000000,8.000000,0.000000,42.000000,MEDIUM,False,occupation=20; geography=14; channel=8
C000588,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000589,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000590,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000591,6.000000,0.000000,0.000000,2.000000,8.000000,0.000000,16.000000,LOW,False,channel=8; geography=6; occupation=2
C000592,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000593,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000594,14.000000,0.000000,0.000000,10.000000,2.000000,0.000000,26.000000,LOW,False,geography=14; occupation=10; channel=2
C000595,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000596,30.000000,0.000000,0.000000,2.000000,2.000000,0.000000,34.000000,MEDIUM,False,geography=30; occupation=2; channel=2
C000597,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000598,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,True,geography=4; occupation=2; channel=2
C000599,4.000000,0.000000,0.000000,2.000000,8.000000,0.000000,14.000000,LOW,True,channel=8; geography=4; occupation=2
C000600,5.000000,0.000000,0.000000,2.000000,2.000000,12.000000,21.000000,LOW,True,KYC control gap=12; geography=5; occupation=2
C000601,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000602,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,True,geography=4; occupation=2; channel=2
C000603,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000604,4.000000,0.000000,0.000000,10.000000,5.000000,12.000000,31.000000,MEDIUM,True,KYC control gap=12; occupation=10; channel=5
C000605,6.000000,0.000000,0.000000,2.000000,2.000000,0.000000,10.000000,LOW,False,geography=6; occupation=2; channel=2
C000606,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000607,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000608,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000609,30.000000,0.000000,0.000000,2.000000,8.000000,0.000000,40.000000,MEDIUM,True,geography=30; channel=8; occupation=2
C000610,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000611,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000612,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000613,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000614,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000615,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000616,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000617,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000618,16.000000,0.000000,0.000000,10.000000,2.000000,12.000000,40.000000,MEDIUM,False,geography=16; KYC control gap=12; occupation=10
C000619,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000620,5.000000,0.000000,0.000000,20.000000,2.000000,0.000000,27.000000,LOW,False,occupation=20; geography=5; channel=2
C000621,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000622,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000623,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000624,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000625,5.000000,0.000000,0.000000,20.000000,2.000000,0.000000,27.000000,LOW,True,occupation=20; geography=5; channel=2
C000626,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,True,occupation=10; channel=8; geography=5
C000627,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000628,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000629,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000630,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000631,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000632,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000633,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000634,5.000000,0.000000,0.000000,20.000000,5.000000,0.000000,30.000000,MEDIUM,True,occupation=20; geography=5; channel=5
C000635,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000636,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000637,5.000000,0.000000,0.000000,20.000000,8.000000,0.000000,33.000000,MEDIUM,True,occupation=20; channel=8; geography=5
C000638,14.000000,0.000000,0.000000,2.000000,5.000000,0.000000,21.000000,LOW,True,geography=14; channel=5; occupation=2
C000639,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,False,geography=4; occupation=2; channel=2
C000640,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000641,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000642,4.000000,0.000000,0.000000,10.000000,2.000000,0.000000,16.000000,LOW,False,occupation=10; geography=4; channel=2
C000643,6.000000,0.000000,0.000000,10.000000,8.000000,0.000000,24.000000,LOW,True,occupation=10; channel=8; geography=6
C000644,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000645,14.000000,0.000000,0.000000,20.000000,2.000000,0.000000,36.000000,MEDIUM,False,occupation=20; geography=14; channel=2
C000646,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000647,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000648,4.000000,0.000000,0.000000,2.000000,8.000000,0.000000,14.000000,LOW,False,channel=8; geography=4; occupation=2
C000649,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000650,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000651,5.000000,0.000000,0.000000,10.000000,5.000000,0.000000,20.000000,LOW,False,occupation=10; geography=5; channel=5
C000652,14.000000,0.000000,0.000000,2.000000,2.000000,12.000000,30.000000,MEDIUM,False,geography=14; KYC control gap=12; occupation=2
C000653,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000654,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000655,6.000000,0.000000,0.000000,2.000000,2.000000,0.000000,10.000000,LOW,False,geography=6; occupation=2; channel=2
C000656,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000657,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000658,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000659,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000660,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,True,occupation=10; geography=5; channel=2
C000661,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,False,channel=8; geography=5; occupation=2
C000662,5.000000,0.000000,0.000000,10.000000,8.000000,0.000000,23.000000,LOW,False,occupation=10; channel=8; geography=5
C000663,5.000000,0.000000,0.000000,2.000000,8.000000,0.000000,15.000000,LOW,True,channel=8; geography=5; occupation=2
C000664,4.000000,0.000000,0.000000,2.000000,2.000000,0.000000,8.000000,LOW,True,geography=4; occupation=2; channel=2
C000665,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
C000666,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,False,geography=5; occupation=2; channel=2
C000667,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,True,geography=5; channel=5; occupation=2
C000668,5.000000,0.000000,0.000000,2.000000,2.000000,0.000000,9.000000,LOW,True,geography=5; occupation=2; channel=2
C000669,5.000000,0.000000,0.000000,10.000000,2.000000,0.000000,17.000000,LOW,False,occupation=10; geography=5; channel=2
C000670,5.000000,0.000000,0.000000,2.000000,5.000000,0.000000,12.000000,LOW,False,geography=5; channel=5; occupation=2
