customer_id,in_degree,out_degree,total_degree,pagerank,component_size,short_cycle_member,degree_percentile,pagerank_percentile,component_percentile,graph_risk_score
C000347,17,11,28,0.000534,1800,False,43.750000,52.500000,50.027778,38.690000
C000348,17,27,44,0.000535,1800,False,92.500000,52.666667,50.027778,55.810000
C000349,18,11,29,0.000564,1800,False,49.861111,59.555556,50.027778,43.300000
C000350,15,13,28,0.000526,1800,False,43.750000,50.888889,50.027778,38.130000
C000351,16,20,36,0.000668,1800,False,79.055556,79.333333,50.027778,60.440000
C000352,7,12,19,0.000305,1800,False,6.166667,5.277778,50.027778,9.010000
C000353,10,24,34,0.000474,1800,False,73.000000,38.555556,50.027778,44.050000
C000354,8,16,24,0.000314,1800,False,22.416667,5.944444,50.027778,14.930000
C000355,12,13,25,0.000359,1800,False,27.694444,11.777778,50.027778,18.820000
C000356,9,10,19,0.000287,1800,False,6.166667,3.444444,50.027778,8.370000
C000357,18,10,28,0.000591,1800,False,43.750000,65.944444,50.027778,43.400000
C000358,15,10,25,0.000589,1800,False,27.694444,64.888889,50.027778,37.410000
C000359,21,14,35,0.000776,1800,False,76.305556,90.444444,50.027778,63.370000
C000360,15,12,27,0.000657,1800,False,37.722222,77.777778,50.027778,45.430000
C000361,17,11,28,0.000488,1800,False,43.750000,41.500000,50.027778,34.840000
C000362,11,10,21,0.000411,1800,False,10.777778,22.500000,50.027778,16.650000
C000363,16,33,49,0.000711,1800,False,96.527778,84.277778,50.027778,68.280000
C000364,18,13,31,0.000644,1800,False,60.888889,75.722222,50.027778,52.820000
C000365,12,14,26,0.000543,1800,False,32.611111,55.000000,50.027778,35.670000
C000366,17,8,25,0.000684,1800,False,27.694444,81.111111,50.027778,43.080000
C000367,20,15,35,0.000586,1800,False,76.305556,64.277778,50.027778,54.210000
C000368,20,27,47,0.000965,1800,False,95.055556,97.388889,50.027778,72.360000
C000369,13,22,35,0.000377,1800,False,76.305556,15.388889,50.027778,37.100000
C000370,9,14,23,0.000476,1800,False,17.750000,39.111111,50.027778,24.900000
C000371,11,24,35,0.000509,1800,False,76.305556,46.833333,50.027778,48.100000
C000372,15,19,34,0.000632,1800,False,73.000000,73.555556,50.027778,56.300000
C000373,23,11,34,0.000733,1800,False,73.000000,86.166667,50.027778,60.710000
C000374,14,33,47,0.000524,1800,False,95.055556,50.333333,50.027778,55.890000
C000375,20,14,34,0.000773,1800,False,73.000000,89.833333,50.027778,61.990000
C000376,15,17,32,0.000808,1800,False,65.777778,92.500000,50.027778,60.400000
C000377,18,16,34,0.000600,1800,False,73.000000,67.611111,50.027778,54.220000
C000378,16,18,34,0.000565,1800,False,73.000000,59.722222,50.027778,51.460000
C000379,18,14,32,0.001054,1800,False,65.777778,98.000000,50.027778,62.320000
C000380,12,29,41,0.000321,1800,False,89.222222,6.500000,50.027778,38.510000
C000381,13,17,30,0.000401,1800,False,55.527778,20.444444,50.027778,31.590000
C000382,19,0,19,0.000453,1800,False,6.166667,31.944444,50.027778,18.340000
C000383,8,14,22,0.000319,1800,False,13.944444,6.277778,50.027778,12.080000
C000384,15,20,35,0.000410,1800,False,76.305556,22.277778,50.027778,39.510000
C000385,18,17,35,0.000502,1800,False,76.305556,45.388889,50.027778,47.600000
C000386,15,15,30,0.000520,1800,False,55.527778,49.222222,50.027778,41.670000
C000387,14,28,42,0.000420,1800,False,90.694444,24.166667,50.027778,45.200000
C000388,9,17,26,0.000320,1800,False,32.611111,6.333333,50.027778,18.630000
C000389,16,1,17,0.002251,1800,True,3.583333,99.888889,50.027778,61.220000
C000390,15,12,27,0.000583,1800,False,37.722222,63.555556,50.027778,40.450000
C000391,18,16,34,0.000411,1800,False,73.000000,22.555556,50.027778,38.450000
C000392,17,14,31,0.000648,1800,False,60.888889,76.277778,50.027778,53.010000
C000393,21,10,31,0.000697,1800,False,60.888889,82.722222,50.027778,55.270000
C000394,20,17,37,0.000650,1800,False,81.527778,76.777778,50.027778,60.410000
C000395,14,16,30,0.000492,1800,False,55.527778,42.555556,50.027778,39.330000
C000396,19,13,32,0.000579,1800,False,65.777778,63.111111,50.027778,50.110000
C000397,12,8,20,0.000559,1800,False,8.277778,58.333333,50.027778,28.320000
C000398,18,9,27,0.000750,1800,False,37.722222,88.000000,50.027778,49.010000
C000399,12,14,26,0.000299,1800,False,32.611111,4.777778,50.027778,18.090000
C000400,16,33,49,0.000465,1800,False,96.527778,35.444444,50.027778,51.190000
C000401,12,27,39,0.000465,1800,False,85.972222,35.388889,50.027778,47.480000
C000402,18,0,18,0.000633,1800,False,4.666667,73.722222,50.027778,32.440000
C000403,12,9,21,0.000548,1800,False,10.777778,56.111111,50.027778,28.410000
C000404,20,9,29,0.000653,1800,False,49.861111,77.277778,50.027778,49.500000
C000405,13,17,30,0.000430,1800,False,55.527778,26.611111,50.027778,33.750000
C000406,11,11,22,0.000500,1800,False,13.944444,44.944444,50.027778,25.610000
C000407,17,13,30,0.000634,1800,False,55.527778,74.000000,50.027778,50.340000
C000408,8,16,24,0.000266,1800,False,22.416667,2.111111,50.027778,13.590000
C000409,23,36,59,0.000968,1800,False,99.138889,97.444444,50.027778,73.810000
C000410,9,13,22,0.000603,1800,False,13.944444,68.111111,50.027778,33.720000
C000411,10,28,38,0.000348,1800,False,83.888889,9.611111,50.027778,37.730000
C000412,22,8,30,0.000555,1800,False,55.527778,57.611111,50.027778,44.600000
C000413,15,13,28,0.000633,1800,False,43.750000,73.666667,50.027778,46.100000
C000414,13,0,13,0.000552,1800,False,1.416667,56.944444,50.027778,25.430000
C000415,21,11,32,0.000744,1800,False,65.777778,87.388889,50.027778,58.610000
C000416,3,11,14,0.000265,1800,False,1.777778,2.000000,50.027778,6.330000
C000417,14,10,24,0.000403,1800,False,22.416667,20.833333,50.027778,20.140000
C000418,14,11,25,0.000617,1800,False,27.694444,71.166667,50.027778,39.600000
C000419,13,13,26,0.000274,1800,False,32.611111,2.666667,50.027778,17.350000
C000420,16,22,38,0.000631,1800,False,83.888889,73.388889,50.027778,60.050000
C000421,15,25,40,0.000342,1800,False,87.722222,9.000000,50.027778,38.860000
C000422,13,14,27,0.000601,1800,False,37.722222,67.777778,50.027778,41.930000
C000423,22,16,38,0.000695,1800,False,83.888889,82.444444,50.027778,63.220000
C000424,16,27,43,0.000473,1800,False,91.777778,38.166667,50.027778,50.480000
C000425,7,10,17,0.000365,1800,False,3.583333,12.666667,50.027778,10.690000
C000426,11,6,17,0.000454,1800,False,3.583333,32.611111,50.027778,17.670000
C000427,9,19,28,0.000324,1800,False,43.750000,6.777778,50.027778,22.690000
C000428,9,12,21,0.000472,1800,False,10.777778,37.833333,50.027778,22.020000
C000429,14,9,23,0.000338,1800,False,17.750000,8.500000,50.027778,14.190000
C000430,14,13,27,0.000365,1800,False,37.722222,12.833333,50.027778,22.700000
C000431,16,14,30,0.000502,1800,False,55.527778,45.611111,50.027778,40.400000
C000432,11,25,36,0.000399,1800,False,79.055556,19.722222,50.027778,39.580000
C000433,15,34,49,0.000824,1800,False,96.527778,92.888889,50.027778,71.300000
C000434,15,0,15,0.000418,1800,False,2.194444,23.555556,50.027778,14.020000
C000435,14,11,25,0.000741,1800,False,27.694444,86.833333,50.027778,45.090000
C000436,9,13,22,0.000343,1800,False,13.944444,9.055556,50.027778,13.050000
C000437,12,11,23,0.000376,1800,False,17.750000,14.833333,50.027778,16.410000
C000438,20,15,35,0.000768,1800,False,76.305556,89.555556,50.027778,63.050000
C000439,8,18,26,0.000251,1800,False,32.611111,1.388889,50.027778,16.900000
C000440,12,8,20,0.000282,1800,False,8.277778,3.000000,50.027778,8.950000
C000441,11,10,21,0.000272,1800,False,10.777778,2.555556,50.027778,9.670000
C000442,19,26,45,0.000746,1800,False,93.277778,87.500000,50.027778,68.280000
C000443,11,11,22,0.000450,1800,False,13.944444,31.166667,50.027778,20.790000
C000444,13,10,23,0.000419,1800,False,17.750000,24.000000,50.027778,19.620000
C000445,15,9,24,0.000542,1800,False,22.416667,54.555556,50.027778,31.940000
C000446,23,15,38,0.000862,1800,False,83.888889,94.555556,50.027778,67.460000
C000447,16,26,42,0.000540,1800,False,90.694444,54.222222,50.027778,55.720000
C000448,18,14,32,0.001970,1800,True,65.777778,99.722222,50.027778,82.930000
C000449,10,13,23,0.000449,1800,False,17.750000,31.055556,50.027778,22.080000
C000450,15,10,25,0.000406,1800,False,27.694444,21.666667,50.027778,22.280000
C000451,20,18,38,0.000702,1800,False,83.888889,83.055556,50.027778,63.430000
C000452,11,28,39,0.000300,1800,False,85.972222,4.833333,50.027778,36.780000
C000453,12,13,25,0.000520,1800,False,27.694444,49.055556,50.027778,31.870000
C000454,11,25,36,0.000296,1800,False,79.055556,4.555556,50.027778,34.270000
C000455,21,35,56,0.000685,1800,False,98.750000,81.277778,50.027778,68.010000
C000456,15,14,29,0.000590,1800,False,49.861111,65.444444,50.027778,45.360000
C000457,13,11,24,0.000461,1800,False,22.416667,34.166667,50.027778,24.810000
C000458,16,19,35,0.000523,1800,False,76.305556,49.888889,50.027778,49.170000
C000459,20,19,39,0.000700,1800,False,85.972222,82.888889,50.027778,64.100000
C000460,13,12,25,0.000511,1800,False,27.694444,47.388889,50.027778,31.280000
C000461,12,37,49,0.000335,1800,False,96.527778,7.944444,50.027778,41.570000
C000462,14,16,30,0.000433,1800,False,55.527778,27.277778,50.027778,33.980000
C000463,12,0,12,0.000489,1800,False,1.111111,41.944444,50.027778,20.070000
C000464,18,15,33,0.000512,1800,False,69.666667,47.611111,50.027778,46.050000
C000465,14,11,25,0.000427,1800,False,27.694444,26.000000,50.027778,23.800000
C000466,7,53,60,0.000241,1800,False,99.277778,1.000000,50.027778,40.100000
C000467,12,30,42,0.000669,1800,False,90.694444,79.500000,50.027778,64.570000
C000468,15,26,41,0.000532,1800,False,89.222222,51.777778,50.027778,54.350000
C000469,15,22,37,0.000352,1800,False,81.527778,10.388889,50.027778,37.170000
C000470,14,23,37,0.000453,1800,False,81.527778,32.111111,50.027778,44.780000
C000471,21,9,30,0.000923,1800,False,55.527778,96.777778,50.027778,58.310000
C000472,17,15,32,0.000515,1800,False,65.777778,48.555556,50.027778,45.020000
C000473,13,13,26,0.000727,1800,False,32.611111,85.611111,50.027778,46.380000
C000474,18,10,28,0.000594,1800,False,43.750000,66.388889,50.027778,43.550000
C000475,17,13,30,0.000681,1800,False,55.527778,80.777778,50.027778,52.710000
C000476,21,11,32,0.000662,1800,False,65.777778,78.277778,50.027778,55.420000
C000477,17,24,41,0.000640,1800,False,89.222222,75.000000,50.027778,62.480000
C000478,10,9,19,0.000778,1800,False,6.166667,90.666667,50.027778,38.890000
C000479,18,15,33,0.000506,1800,False,69.666667,46.222222,50.027778,45.560000
C000480,12,8,20,0.000526,1800,False,8.277778,50.833333,50.027778,25.690000
C000481,9,15,24,0.000419,1800,False,22.416667,24.111111,50.027778,21.290000
C000482,19,0,19,0.000597,1800,False,6.166667,67.055556,50.027778,30.630000
C000483,20,20,40,0.000579,1800,False,87.722222,63.055556,50.027778,57.780000
C000484,15,10,25,0.000635,1800,False,27.694444,74.388889,50.027778,40.730000
C000485,16,16,32,0.000502,1800,False,65.777778,45.555556,50.027778,43.970000
C000486,19,11,30,0.000690,1800,False,55.527778,81.833333,50.027778,53.080000
C000487,17,11,28,0.000591,1800,False,43.750000,65.888889,50.027778,43.380000
C000488,16,11,27,0.000604,1800,False,37.722222,68.222222,50.027778,42.080000
C000489,24,29,53,0.000810,1800,False,98.194444,92.611111,50.027778,71.780000
C000490,11,11,22,0.000368,1800,False,13.944444,13.555556,50.027778,14.630000
C000491,10,16,26,0.000246,1800,False,32.611111,1.166667,50.027778,16.830000
C000492,16,10,26,0.000513,1800,False,32.611111,47.833333,50.027778,33.160000
C000493,14,13,27,0.000469,1800,False,37.722222,36.777778,50.027778,31.080000
C000494,19,28,47,0.000622,1800,False,95.055556,72.388889,50.027778,63.610000
C000495,20,8,28,0.000845,1800,False,43.750000,93.722222,50.027778,53.120000
C000496,12,42,54,0.000439,1800,False,98.472222,28.500000,50.027778,49.440000
C000497,18,29,47,0.000504,1800,False,95.055556,46.055556,50.027778,54.390000
C000498,18,15,33,0.000789,1800,False,69.666667,91.388889,50.027778,61.370000
C000499,17,11,28,0.000574,1800,False,43.750000,62.166667,50.027778,42.070000
C000500,22,11,33,0.000562,1800,False,69.666667,59.277778,50.027778,50.130000
C000501,13,11,24,0.000539,1800,False,22.416667,53.777778,50.027778,31.670000
C000502,12,7,19,0.000571,1800,False,6.166667,61.611111,50.027778,28.720000
C000503,15,29,44,0.000704,1800,False,92.500000,83.277778,50.027778,66.520000
C000504,20,15,35,0.001066,1800,False,76.305556,98.222222,50.027778,66.090000
C000505,22,16,38,0.000501,1800,False,83.888889,45.222222,50.027778,50.190000
C000506,18,14,32,0.000665,1800,False,65.777778,79.000000,50.027778,55.680000
C000507,14,15,29,0.000538,1800,False,49.861111,53.555556,50.027778,41.200000
C000508,12,0,12,0.000472,1800,False,1.111111,37.944444,50.027778,18.670000
C000509,12,11,23,0.000292,1800,False,17.750000,4.055556,50.027778,12.630000
C000510,16,11,27,0.000545,1800,False,37.722222,55.444444,50.027778,37.610000
C000511,15,11,26,0.000511,1800,False,32.611111,47.277778,50.027778,32.960000
C000512,21,28,49,0.000739,1800,False,96.527778,86.666667,50.027778,69.120000
C000513,16,4,20,0.000495,1800,False,8.277778,43.555556,50.027778,23.140000
C000514,16,0,16,0.000778,1800,False,2.722222,90.611111,50.027778,37.670000
C000515,16,20,36,0.000651,1800,False,79.055556,76.944444,50.027778,59.600000
C000516,17,12,29,0.000362,1800,False,49.861111,12.222222,50.027778,26.730000
C000517,23,0,23,0.000951,1800,False,17.750000,97.166667,50.027778,45.220000
C000518,18,11,29,0.000777,1800,False,49.861111,90.500000,50.027778,54.130000
C000519,20,10,30,0.000611,1800,False,55.527778,69.666667,50.027778,48.820000
C000520,18,17,35,0.000491,1800,False,76.305556,42.444444,50.027778,46.570000
C000521,16,16,32,0.000523,1800,False,65.777778,49.777778,50.027778,45.450000
C000522,12,13,25,0.000401,1800,False,27.694444,20.500000,50.027778,21.870000
C000523,9,8,17,0.000345,1800,False,3.583333,9.388889,50.027778,9.540000
C000524,18,16,34,0.000596,1800,False,73.000000,66.777778,50.027778,53.920000
C000525,22,27,49,0.000629,1800,False,96.527778,73.111111,50.027778,64.380000
C000526,13,15,28,0.000368,1800,False,43.750000,13.611111,50.027778,25.080000
C000527,23,22,45,0.000960,1800,False,93.277778,97.277778,50.027778,71.700000
C000528,11,11,22,0.000276,1800,False,13.944444,2.888889,50.027778,10.890000
C000529,15,9,24,0.000468,1800,False,22.416667,36.277778,50.027778,25.550000
C000530,16,13,29,0.000550,1800,False,49.861111,56.666667,50.027778,42.290000
C000531,8,21,29,0.000358,1800,False,49.861111,11.388889,50.027778,26.440000
C000532,13,11,24,0.000275,1800,False,22.416667,2.777778,50.027778,13.820000
C000533,14,10,24,0.000403,1800,False,22.416667,20.944444,50.027778,20.180000
C000534,19,8,27,0.000458,1800,False,37.722222,33.388889,50.027778,29.890000
C000535,15,11,26,0.000614,1800,False,32.611111,70.666667,50.027778,41.150000
C000536,17,17,34,0.001598,1800,True,73.000000,99.055556,50.027778,85.220000
C000537,13,11,24,0.000479,1800,False,22.416667,39.666667,50.027778,26.730000
C000538,14,19,33,0.000362,1800,False,69.666667,12.166667,50.027778,33.640000
C000539,18,21,39,0.000761,1800,False,85.972222,88.722222,50.027778,66.150000
C000540,18,15,33,0.000577,1800,False,69.666667,62.722222,50.027778,51.340000
C000541,11,10,21,0.000561,1800,False,10.777778,59.000000,50.027778,29.420000
C000542,12,11,23,0.000398,1800,False,17.750000,19.444444,50.027778,18.020000
C000543,16,14,30,0.000458,1800,False,55.527778,33.666667,50.027778,36.220000
C000544,21,16,37,0.000420,1800,False,81.527778,24.500000,50.027778,42.110000
C000545,12,15,27,0.000592,1800,False,37.722222,66.000000,50.027778,41.310000
C000546,11,30,41,0.000508,1800,False,89.222222,46.666667,50.027778,52.560000
C000547,10,22,32,0.000412,1800,False,65.777778,22.666667,50.027778,35.960000
C000548,10,20,30,0.000548,1800,False,55.527778,55.833333,50.027778,43.980000
C000549,15,31,46,0.000619,1800,False,94.138889,71.666667,50.027778,63.030000
C000550,20,20,40,0.001603,1800,True,87.722222,99.111111,50.027778,90.390000
C000551,22,14,36,0.000750,1800,False,79.055556,87.944444,50.027778,63.450000
C000552,12,15,27,0.000476,1800,False,37.722222,39.055556,50.027778,31.880000
C000553,16,5,21,0.000791,1800,False,10.777778,91.555556,50.027778,40.820000
C000554,19,9,28,0.000686,1800,False,43.750000,81.388889,50.027778,48.800000
C000555,15,12,27,0.000767,1800,False,37.722222,89.444444,50.027778,49.510000
C000556,15,15,30,0.000462,1800,False,55.527778,34.333333,50.027778,36.450000
C000557,16,34,50,0.000433,1800,False,97.194444,27.166667,50.027778,48.530000
C000558,22,10,32,0.000764,1800,False,65.777778,89.055556,50.027778,59.190000
C000559,14,0,14,0.000502,1800,False,1.777778,45.333333,50.027778,21.490000
C000560,15,11,26,0.000648,1800,False,32.611111,76.333333,50.027778,43.130000
C000561,19,21,40,0.000605,1800,False,87.722222,68.388889,50.027778,59.640000
C000562,11,10,21,0.000338,1800,False,10.777778,8.611111,50.027778,11.790000
C000563,20,32,52,0.000777,1800,False,97.861111,90.555556,50.027778,70.950000
C000564,21,21,42,0.000647,1800,False,90.694444,76.222222,50.027778,63.420000
C000565,12,20,32,0.000430,1800,False,65.777778,26.666667,50.027778,37.360000
C000566,15,19,34,0.000898,1800,False,73.000000,95.722222,50.027778,64.060000
C000567,15,37,52,0.000479,1800,False,97.861111,39.611111,50.027778,53.120000
C000568,17,11,28,0.000541,1800,False,43.750000,54.388889,50.027778,39.350000
C000569,15,21,36,0.000512,1800,False,79.055556,47.666667,50.027778,49.360000
C000570,12,21,33,0.000391,1800,False,69.666667,18.111111,50.027778,35.720000
C000571,12,11,23,0.000489,1800,False,17.750000,41.888889,50.027778,25.880000
C000572,13,20,33,0.000489,1800,False,69.666667,41.833333,50.027778,44.030000
C000573,11,12,23,0.000364,1800,False,17.750000,12.388889,50.027778,15.550000
C000574,12,18,30,0.000350,1800,False,55.527778,10.111111,50.027778,27.980000
C000575,17,13,30,0.000467,1800,False,55.527778,36.000000,50.027778,37.040000
C000576,16,14,30,0.000598,1800,False,55.527778,67.388889,50.027778,48.020000
C000577,18,9,27,0.000518,1800,False,37.722222,48.777778,50.027778,35.280000
C000578,17,16,33,0.000491,1800,False,69.666667,42.388889,50.027778,44.220000
C000579,10,9,19,0.000490,1800,False,6.166667,42.000000,50.027778,21.860000
C000580,14,28,42,0.000385,1800,False,90.694444,17.111111,50.027778,42.730000
C000581,13,9,22,0.000832,1800,False,13.944444,93.388889,50.027778,42.570000
C000582,14,19,33,0.000511,1800,False,69.666667,47.333333,50.027778,45.950000
C000583,18,10,28,0.000570,1800,False,43.750000,61.166667,50.027778,41.720000
C000584,12,15,27,0.000459,1800,False,37.722222,34.000000,50.027778,30.110000
C000585,15,17,32,0.000700,1800,False,65.777778,82.944444,50.027778,57.060000
C000586,14,23,37,0.000542,1800,False,81.527778,54.611111,50.027778,52.650000
C000587,10,18,28,0.000303,1800,False,43.750000,5.166667,50.027778,22.120000
C000588,15,15,30,0.000787,1800,False,55.527778,91.277778,50.027778,56.380000
C000589,18,10,28,0.000689,1800,False,43.750000,81.666667,50.027778,48.900000
C000590,13,14,27,0.000389,1800,False,37.722222,17.722222,50.027778,24.410000
C000591,13,9,22,0.000367,1800,False,13.944444,13.388889,50.027778,14.570000
C000592,15,14,29,0.000424,1800,False,49.861111,25.333333,50.027778,31.320000
C000593,13,10,23,0.000536,1800,False,17.750000,52.944444,50.027778,29.750000
C000594,18,12,30,0.000651,1800,False,55.527778,77.000000,50.027778,51.390000
C000595,23,7,30,0.000903,1800,False,55.527778,95.888889,50.027778,58.000000
C000596,16,12,28,0.000580,1800,False,43.750000,63.166667,50.027778,42.420000
C000597,20,16,36,0.000616,1800,False,79.055556,70.944444,50.027778,57.500000
C000598,16,17,33,0.000526,1800,False,69.666667,50.777778,50.027778,47.160000
C000599,12,17,29,0.000472,1800,False,49.861111,37.888889,50.027778,35.720000
C000600,18,8,26,0.000619,1800,False,32.611111,71.777778,50.027778,41.540000
C000601,24,8,32,0.000661,1800,False,65.777778,78.166667,50.027778,55.380000
C000602,11,17,28,0.000444,1800,False,43.750000,29.777778,50.027778,30.740000
C000603,19,16,35,0.000711,1800,False,76.305556,84.333333,50.027778,61.230000
C000604,12,10,22,0.000284,1800,False,13.944444,3.111111,50.027778,10.970000
C000605,8,14,22,0.000358,1800,False,13.944444,11.444444,50.027778,13.890000
C000606,10,10,20,0.000400,1800,False,8.277778,20.222222,50.027778,14.980000
C000607,12,13,25,0.000560,1800,False,27.694444,58.722222,50.027778,35.250000
C000608,15,0,15,0.000612,1800,False,2.194444,69.888889,50.027778,30.230000
C000609,16,10,26,0.000533,1800,False,32.611111,52.277778,50.027778,34.710000
C000610,17,12,29,0.000741,1800,False,49.861111,86.944444,50.027778,52.880000
C000611,14,9,23,0.000467,1800,False,17.750000,35.888889,50.027778,23.780000
C000612,15,7,22,0.000524,1800,False,13.944444,50.277778,50.027778,27.480000
C000613,10,12,22,0.000307,1800,False,13.944444,5.444444,50.027778,11.790000
C000614,16,20,36,0.000638,1800,False,79.055556,74.777778,50.027778,58.840000
C000615,14,39,53,0.000529,1800,False,98.194444,51.444444,50.027778,57.380000
C000616,25,17,42,0.001035,1800,False,90.694444,97.833333,50.027778,70.990000
C000617,15,27,42,0.000513,1800,False,90.694444,47.888889,50.027778,53.510000
C000618,15,14,29,0.000715,1800,False,49.861111,84.500000,50.027778,52.030000
C000619,15,0,15,0.000419,1800,False,2.194444,23.833333,50.027778,14.110000
C000620,11,12,23,0.000267,1800,False,17.750000,2.222222,50.027778,11.990000
C000621,17,9,26,0.000485,1800,False,32.611111,40.777778,50.027778,30.690000
C000622,13,7,20,0.000393,1800,False,8.277778,18.722222,50.027778,14.450000
C000623,13,30,43,0.000731,1800,False,91.777778,85.944444,50.027778,67.210000
C000624,11,14,25,0.000369,1800,False,27.694444,13.666667,50.027778,19.480000
C000625,12,11,23,0.000444,1800,False,17.750000,29.666667,50.027778,21.600000
C000626,15,15,30,0.001363,1800,True,55.527778,98.777778,50.027778,79.010000
C000627,12,10,22,0.000361,1800,False,13.944444,12.111111,50.027778,14.120000
C000628,16,29,45,0.000753,1800,False,93.277778,88.111111,50.027778,68.490000
C000629,13,9,22,0.000601,1800,False,13.944444,67.833333,50.027778,33.620000
C000630,7,15,22,0.000269,1800,False,13.944444,2.444444,50.027778,10.740000
C000631,20,16,36,0.000657,1800,False,79.055556,77.833333,50.027778,59.910000
C000632,13,12,25,0.000329,1800,False,27.694444,7.388889,50.027778,17.280000
C000633,19,24,43,0.000407,1800,False,91.777778,21.944444,50.027778,44.810000
C000634,19,51,70,0.000590,1800,False,99.944444,65.166667,50.027778,62.790000
C000635,16,14,30,0.000434,1800,False,55.527778,27.444444,50.027778,34.040000
C000636,17,19,36,0.000591,1800,False,79.055556,65.777778,50.027778,55.690000
C000637,14,11,25,0.000412,1800,False,27.694444,22.611111,50.027778,22.610000
C000638,16,17,33,0.000458,1800,False,69.666667,33.777778,50.027778,41.210000
C000639,15,23,38,0.000544,1800,False,83.888889,55.222222,50.027778,53.690000
C000640,14,9,23,0.000387,1800,False,17.750000,17.388889,50.027778,17.300000
C000641,16,0,16,0.000609,1800,False,2.722222,69.388889,50.027778,30.240000
C000642,14,10,24,0.000640,1800,False,22.416667,75.055556,50.027778,39.120000
C000643,18,32,50,0.000658,1800,False,97.194444,77.888889,50.027778,66.280000
C000644,14,13,27,0.000904,1800,False,37.722222,96.055556,50.027778,51.820000
C000645,17,15,32,0.000550,1800,False,65.777778,56.500000,50.027778,47.800000
C000646,14,14,28,0.001680,1800,True,43.750000,99.277778,50.027778,75.060000
C000647,20,11,31,0.000552,1800,False,60.888889,57.222222,50.027778,46.340000
C000648,16,11,27,0.000574,1800,False,37.722222,62.111111,50.027778,39.940000
C000649,17,14,31,0.000645,1800,False,60.888889,75.833333,50.027778,52.860000
C000650,13,16,29,0.000365,1800,False,49.861111,12.722222,50.027778,26.910000
C000651,12,24,36,0.000453,1800,False,79.055556,32.000000,50.027778,43.870000
C000652,17,11,28,0.000410,1800,False,43.750000,22.444444,50.027778,28.170000
C000653,12,12,24,0.000368,1800,False,22.416667,13.444444,50.027778,17.550000
C000654,13,14,27,0.000439,1800,False,37.722222,28.722222,50.027778,28.260000
C000655,17,14,31,0.000633,1800,False,60.888889,73.833333,50.027778,52.160000
C000656,14,11,25,0.000393,1800,False,27.694444,18.555556,50.027778,21.190000
C000657,17,6,23,0.000604,1800,False,17.750000,68.277778,50.027778,35.110000
C000658,17,15,32,0.000496,1800,False,65.777778,43.722222,50.027778,43.330000
C000659,12,35,47,0.000533,1800,False,95.055556,52.388889,50.027778,56.610000
C000660,10,11,21,0.000239,1800,False,10.777778,0.944444,50.027778,9.110000
C000661,11,8,19,0.000293,1800,False,6.166667,4.222222,50.027778,8.640000
C000662,6,39,45,0.000265,1800,False,93.277778,1.888889,50.027778,38.310000
C000663,25,15,40,0.000829,1800,False,87.722222,93.166667,50.027778,68.310000
C000664,18,21,39,0.000419,1800,False,85.972222,23.888889,50.027778,43.450000
C000665,20,11,31,0.000846,1800,False,60.888889,93.833333,50.027778,59.160000
C000666,15,10,25,0.000429,1800,False,27.694444,26.388889,50.027778,23.930000
C000667,12,14,26,0.000399,1800,False,32.611111,19.888889,50.027778,23.380000
C000668,7,11,18,0.000454,1800,False,4.666667,32.444444,50.027778,17.990000
C000669,10,11,21,0.000378,1800,False,10.777778,15.444444,50.027778,14.180000
C000670,15,25,40,0.000447,1800,False,87.722222,30.277778,50.027778,46.300000
C000671,14,10,24,0.000427,1800,False,22.416667,25.888889,50.027778,21.910000
C000672,16,14,30,0.000647,1800,False,55.527778,76.166667,50.027778,51.100000
C000673,11,18,29,0.000426,1800,False,49.861111,25.666667,50.027778,31.440000
C000674,16,13,29,0.000613,1800,False,49.861111,70.277778,50.027778,47.050000
C000675,24,32,56,0.000724,1800,False,98.750000,85.333333,50.027778,69.430000
C000676,27,12,39,0.000792,1800,False,85.972222,91.666667,50.027778,67.180000
C000677,14,15,29,0.000494,1800,False,49.861111,43.222222,50.027778,37.580000
C000678,15,15,30,0.000495,1800,False,55.527778,43.500000,50.027778,39.660000
C000679,20,13,33,0.000774,1800,False,69.666667,90.111111,50.027778,60.920000
C000680,14,8,22,0.000423,1800,False,13.944444,25.111111,50.027778,18.670000
C000681,17,11,28,0.001055,1800,False,43.750000,98.055556,50.027778,54.630000
C000682,8,19,27,0.000296,1800,False,37.722222,4.500000,50.027778,19.780000
C000683,20,14,34,0.000773,1800,False,73.000000,89.888889,50.027778,62.010000
C000684,21,14,35,0.000591,1800,False,76.305556,65.833333,50.027778,54.750000
C000685,17,6,23,0.000542,1800,False,17.750000,54.666667,50.027778,30.350000
C000686,16,16,32,0.000396,1800,False,65.777778,19.166667,50.027778,34.730000
C000687,17,8,25,0.000765,1800,False,27.694444,89.166667,50.027778,45.900000
C000688,21,17,38,0.000559,1800,False,83.888889,58.166667,50.027778,54.720000
C000689,12,14,26,0.000378,1800,False,32.611111,15.555556,50.027778,21.860000
C000690,17,11,28,0.000898,1800,False,43.750000,95.666667,50.027778,53.800000
C000691,10,17,27,0.000307,1800,False,37.722222,5.388889,50.027778,20.090000
C000692,14,12,26,0.000384,1800,False,32.611111,16.777778,50.027778,22.290000
C000693,18,29,47,0.000619,1800,False,95.055556,71.611111,50.027778,63.340000
C000694,15,5,20,0.000804,1800,False,8.277778,92.333333,50.027778,40.220000
