customer_id,transaction_count,total_amount_try,unique_counterparties,maximum_transaction_try,turnover_deviation,cash_ratio,high_risk_ratio,out_in_ratio,anomaly_score,anomaly_flag
C000434,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000435,21.000000,22385.980000,21.000000,3568.470000,0.361212,0.051661,0.000000,1.109091,10.670000,False
C000436,19.000000,46170.570000,19.000000,6225.310000,0.303554,0.201312,0.041537,1.808530,59.670000,False
C000437,23.000000,537659.610000,23.000000,70480.320000,0.390391,0.242878,0.000000,2.990667,67.940000,False
C000438,27.000000,13059.980000,27.000000,1425.020000,0.335766,0.061018,0.000000,0.800033,20.720000,False
C000439,27.000000,23140.650000,27.000000,3586.400000,0.425297,0.185622,0.000000,0.969283,11.170000,False
C000440,19.000000,133334.970000,19.000000,18293.610000,0.504976,0.280274,0.000000,0.387075,39.500000,False
C000441,21.000000,39564.660000,21.000000,6727.820000,0.446223,0.000000,0.000000,0.786864,35.000000,False
C000442,48.000000,180270.190000,48.000000,17131.580000,0.668647,0.285399,0.000000,1.069737,72.220000,False
C000443,24.000000,325113.080000,23.000000,58645.280000,0.285671,0.147988,0.000000,2.003682,40.500000,False
C000444,20.000000,30019.190000,20.000000,6683.040000,0.535442,0.186120,0.000000,1.466993,23.390000,False
C000445,18.000000,18067.760000,18.000000,2830.720000,0.383777,0.224930,0.000000,1.000901,27.560000,False
C000446,29.000000,474448.930000,29.000000,246332.970000,16.473492,0.004817,0.000000,0.888882,97.440000,True
C000447,50.000000,4300207.250000,50.000000,441244.740000,0.702854,0.178969,0.000000,1.007613,98.890000,True
C000448,27.000000,206813.640000,27.000000,155505.640000,1.686419,0.033778,0.000000,16.011520,92.390000,False
C000449,24.000000,153316.420000,24.000000,20156.160000,0.369814,0.263149,0.000000,0.309398,28.280000,False
C000450,19.000000,12642.370000,19.000000,3273.060000,0.526765,0.320531,0.000000,1.387750,49.720000,False
C000451,37.000000,224580.470000,37.000000,19659.380000,0.463223,0.092601,0.000000,0.997331,49.330000,False
C000452,56.000000,161285.360000,56.000000,17131.740000,0.669589,0.098163,0.000000,1.152414,73.890000,False
C000453,19.000000,57528.460000,18.000000,7477.200000,0.261043,0.098869,0.000000,1.641702,25.330000,False
C000454,44.000000,260437.900000,43.000000,23161.160000,0.813413,0.081823,0.000000,0.886473,62.330000,False
C000455,58.000000,845155.780000,58.000000,58831.020000,0.966303,0.217908,0.000000,1.290428,89.780000,False
C000456,19.000000,49320.850000,19.000000,11644.770000,0.296156,0.236102,0.000000,1.300542,16.890000,False
C000457,15.000000,10603.050000,15.000000,3712.760000,0.271806,0.028198,0.000000,0.198579,51.720000,False
C000458,31.000000,8469.400000,31.000000,714.340000,0.352892,0.169371,0.000000,2.816713,56.500000,False
C000459,28.000000,148871.830000,28.000000,16073.660000,0.336031,0.120923,0.000000,0.898633,3.500000,False
C000460,19.000000,330629.790000,19.000000,61202.380000,0.320438,0.133359,0.000000,0.474513,40.390000,False
C000461,55.000000,25895.910000,55.000000,3175.850000,1.078996,0.070905,0.000000,1.046629,79.060000,False
C000462,22.000000,110615.250000,22.000000,13391.320000,0.293926,0.173083,0.000000,0.651215,3.110000,False
C000463,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000464,31.000000,378369.270000,31.000000,49473.730000,1.546410,0.801733,0.003151,0.120857,92.720000,False
C000465,21.000000,28995.570000,20.000000,9304.460000,0.423459,0.000000,0.000000,1.894986,40.830000,False
C000466,86.000000,52717.320000,86.000000,4107.600000,1.214202,0.161004,0.000000,0.877300,96.330000,True
C000467,49.000000,118407.160000,49.000000,7065.160000,1.114592,0.118594,0.000000,1.928761,75.110000,False
C000468,45.000000,256767.670000,45.000000,25708.900000,0.884285,0.136069,0.011796,1.764232,70.110000,False
C000469,37.000000,412394.630000,36.000000,35640.830000,0.718535,0.102036,0.000000,1.238262,50.830000,False
C000470,48.000000,1016522.820000,48.000000,58606.270000,0.816294,0.133904,0.000000,0.906893,79.330000,False
C000471,21.000000,77118.700000,21.000000,10571.370000,0.562841,0.180455,0.000000,2.158485,21.500000,False
C000472,26.000000,435609.310000,26.000000,72448.160000,0.468990,0.070096,0.000000,2.104555,54.280000,False
C000473,23.000000,173936.060000,23.000000,30133.020000,0.271011,0.079963,0.000000,1.543437,16.830000,False
C000474,25.000000,803856.920000,25.000000,406099.500000,3.660340,0.013468,0.000000,0.795661,96.280000,True
C000475,25.000000,63429.560000,25.000000,9155.080000,0.463870,0.132169,0.000000,2.902863,34.330000,False
C000476,16.000000,31249.040000,16.000000,5602.500000,0.247977,0.070151,0.000000,0.654600,38.330000,False
C000477,39.000000,442794.640000,39.000000,48175.690000,0.653044,0.120575,0.010854,0.852398,69.000000,False
C000478,22.000000,45526.570000,22.000000,6859.020000,0.253035,0.122768,0.000000,0.726415,4.000000,False
C000479,22.000000,376565.130000,22.000000,43926.210000,0.500399,0.176369,0.000000,1.679249,33.330000,False
C000480,14.000000,30160.260000,14.000000,5438.850000,0.287407,0.160825,0.000000,1.268890,53.220000,False
C000481,21.000000,202970.510000,21.000000,24815.950000,0.415486,0.148274,0.012951,0.953377,28.780000,False
C000482,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000483,31.000000,1005877.060000,31.000000,243088.730000,0.467128,0.102076,0.000000,4.384423,90.500000,False
C000484,16.000000,56078.990000,16.000000,8807.110000,0.202660,0.116598,0.000000,1.566494,36.610000,False
C000485,32.000000,69950.840000,32.000000,10266.450000,0.456319,0.109492,0.000000,1.260663,25.390000,False
C000486,19.000000,24170.230000,19.000000,4079.260000,0.383590,0.211910,0.000000,0.851655,14.500000,False
C000487,21.000000,22572.470000,21.000000,3840.400000,0.227419,0.142069,0.000000,1.660784,12.110000,False
C000488,19.000000,51383.120000,19.000000,6600.560000,0.268738,0.284124,0.000000,1.894670,40.110000,False
C000489,43.000000,681840.750000,43.000000,92863.060000,0.946019,0.124286,0.000000,2.633091,82.220000,False
C000490,24.000000,33657.640000,24.000000,4407.400000,0.301510,0.225650,0.054759,0.722837,62.170000,False
C000491,26.000000,472231.630000,26.000000,61865.860000,0.296862,0.043203,0.000000,0.419264,49.060000,False
C000492,18.000000,8402.730000,18.000000,1464.350000,0.309973,0.080765,0.000000,1.158564,29.060000,False
C000493,21.000000,509480.300000,20.000000,133289.310000,0.441181,0.290653,0.000000,0.688485,69.890000,False
C000494,44.000000,234379.940000,44.000000,26647.380000,0.793732,0.167638,0.000000,1.426615,59.610000,False
C000495,28.000000,261291.500000,28.000000,37055.600000,0.830123,0.207387,0.000000,0.856676,38.890000,False
C000496,77.000000,329758.630000,76.000000,132663.420000,11.941676,0.015032,0.914834,0.784625,99.940000,True
C000497,48.000000,59562.300000,48.000000,8248.680000,0.777418,0.318685,0.000000,0.970638,74.610000,False
C000498,28.000000,596066.230000,28.000000,174136.400000,0.393783,0.064270,0.000000,0.218444,75.780000,False
C000499,19.000000,66816.610000,19.000000,13244.650000,0.537716,0.297638,0.000000,0.885579,43.390000,False
C000500,20.000000,84954.700000,20.000000,8419.970000,0.230402,0.227352,0.000000,1.163223,19.280000,False
C000501,21.000000,15377.420000,21.000000,1955.060000,0.474667,0.082986,0.055920,1.585292,61.940000,False
C000502,12.000000,38218.730000,12.000000,8145.780000,0.232059,0.000000,0.000000,0.997097,72.560000,False
C000503,45.000000,1283963.560000,44.000000,96110.990000,0.775633,0.152517,0.000000,0.790458,83.500000,False
C000504,29.000000,36252.910000,29.000000,5528.420000,0.506676,0.189966,0.000000,1.589397,24.610000,False
C000505,24.000000,504004.840000,24.000000,107895.140000,1.082132,0.038469,0.605524,0.886151,95.060000,True
C000506,27.000000,205428.120000,27.000000,38863.340000,0.902722,0.236354,0.000000,1.087055,43.670000,False
C000507,26.000000,18967.820000,26.000000,2182.880000,0.329374,0.057217,0.000000,1.470469,17.060000,False
C000508,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000509,15.000000,296323.380000,15.000000,72754.490000,0.295351,0.096716,0.000000,2.382517,67.330000,False
C000510,20.000000,14096.720000,20.000000,2260.310000,0.267497,0.198655,0.000000,1.324473,18.560000,False
C000511,21.000000,86143.150000,21.000000,11907.120000,0.191400,0.044160,0.037801,0.669281,55.390000,False
C000512,49.000000,234358.730000,49.000000,23366.540000,0.898834,0.310978,0.013542,0.680196,80.390000,False
C000513,14.000000,112882.710000,14.000000,25367.220000,0.247575,0.000000,0.000000,0.715679,66.780000,False
C000514,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000515,36.000000,238817.220000,36.000000,26435.090000,0.463757,0.397571,0.000000,1.547188,68.440000,False
C000516,19.000000,161445.980000,19.000000,31679.740000,0.419851,0.092196,0.000000,1.113134,15.170000,False
C000517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000518,21.000000,859913.050000,21.000000,229621.860000,0.378426,0.264941,0.000000,0.275539,88.440000,False
C000519,21.000000,101957.700000,20.000000,25567.320000,0.470526,0.007786,0.000000,1.738530,36.500000,False
C000520,23.000000,478561.310000,23.000000,89527.770000,0.248952,0.194974,0.000000,0.941653,53.390000,False
C000521,26.000000,99736.270000,26.000000,17044.240000,0.338675,0.088201,0.000000,0.419548,6.890000,False
C000522,27.000000,58127.580000,27.000000,7963.820000,0.624553,0.412817,0.000000,0.562249,57.170000,False
C000523,19.000000,8832.300000,19.000000,1800.070000,0.326053,0.245973,0.000000,0.836199,24.280000,False
C000524,35.000000,1315998.860000,35.000000,231017.280000,0.805494,0.056393,0.000000,1.710909,90.330000,False
C000525,41.000000,235047.250000,41.000000,23319.590000,1.288094,0.160088,0.052978,0.535523,81.940000,False
C000526,21.000000,623382.100000,21.000000,79271.310000,0.461725,0.199908,0.000000,1.679090,59.060000,False
C000527,42.000000,37223.830000,42.000000,5273.140000,0.544934,0.123013,0.000000,1.391341,60.890000,False
C000528,24.000000,36166.070000,24.000000,3866.200000,0.748227,0.368258,0.000000,1.067826,53.110000,False
C000529,15.000000,33767.190000,15.000000,6030.530000,0.210196,0.053528,0.000000,0.465831,42.280000,False
C000530,19.000000,28955.290000,19.000000,5851.930000,0.250416,0.127367,0.000000,2.404738,32.390000,False
C000531,38.000000,2021237.100000,38.000000,195326.410000,0.729601,0.146899,0.000000,0.989275,93.890000,False
C000532,22.000000,62749.380000,22.000000,6497.310000,0.240334,0.112337,0.000000,1.481046,7.940000,False
C000533,17.000000,15953.450000,17.000000,4361.050000,0.301663,0.458622,0.000000,3.196101,77.440000,False
C000534,17.000000,597978.690000,17.000000,87165.530000,0.245610,0.159901,0.000000,0.509075,69.220000,False
C000535,15.000000,23869.610000,15.000000,3232.380000,0.134801,0.302517,0.000000,1.188188,60.610000,False
C000536,30.000000,357662.530000,30.000000,127771.410000,0.652976,0.120306,0.012864,2.626079,75.000000,False
C000537,18.000000,29847.910000,18.000000,5646.990000,0.342805,0.081952,0.000000,0.820076,25.000000,False
C000538,30.000000,256825.930000,30.000000,35955.430000,0.407111,0.114750,0.000000,0.939025,32.110000,False
C000539,38.000000,667532.590000,38.000000,52540.020000,0.698773,0.090465,0.046463,1.073803,79.890000,False
C000540,22.000000,1323177.610000,22.000000,166536.840000,0.531412,0.121746,0.031501,1.575312,90.110000,False
C000541,21.000000,26002.960000,21.000000,3970.000000,0.309833,0.038738,0.000000,1.699301,17.390000,False
C000542,14.000000,58145.010000,14.000000,14220.010000,0.116456,0.123760,0.000000,3.708045,75.220000,False
C000543,20.000000,53929.850000,20.000000,7641.700000,0.399938,0.036700,0.000000,0.330340,23.890000,False
C000544,26.000000,134142.510000,26.000000,20699.400000,0.538784,0.229479,0.000000,0.736362,4.830000,False
C000545,24.000000,262339.690000,24.000000,41648.760000,0.718264,0.133352,0.000000,1.597285,26.220000,False
C000546,49.000000,108355.920000,49.000000,12065.270000,0.914981,0.088235,0.000000,0.485221,71.000000,False
C000547,48.000000,145504.750000,48.000000,18114.950000,0.694886,0.253005,0.000000,1.361624,69.280000,False
C000548,29.000000,330796.030000,29.000000,58228.880000,0.561992,0.177352,0.000000,0.323585,45.000000,False
C000549,58.000000,3542505.540000,58.000000,403594.930000,1.907632,0.051686,0.000000,0.615863,99.390000,True
C000550,32.000000,159874.960000,32.000000,146380.090000,5.066676,0.007221,0.000000,29.567891,97.830000,True
C000551,26.000000,158702.400000,26.000000,25362.130000,0.537325,0.333501,0.000000,1.125761,35.670000,False
C000552,26.000000,8054.440000,26.000000,576.640000,0.335602,0.304282,0.000000,0.686190,39.000000,False
C000553,19.000000,92247.300000,19.000000,16282.130000,0.124294,0.186497,0.000000,0.702731,25.110000,False
C000554,16.000000,152714.900000,16.000000,59780.010000,0.560297,0.089797,0.000000,0.726473,54.220000,False
C000555,23.000000,1175739.520000,23.000000,207154.270000,0.517999,0.120574,0.000000,0.956580,82.170000,False
C000556,24.000000,677627.260000,24.000000,82719.020000,0.332097,0.099640,0.000000,1.654066,58.830000,False
C000557,47.000000,99183.130000,46.000000,9099.950000,0.731460,0.180876,0.000000,1.543299,64.830000,False
C000558,18.000000,54190.190000,18.000000,10992.890000,0.355810,0.304286,0.000000,0.264905,47.000000,False
C000559,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000560,17.000000,206939.480000,17.000000,32033.110000,0.182371,0.199149,0.000000,1.689607,46.330000,False
C000561,27.000000,120798.570000,27.000000,15301.370000,0.655420,0.000000,0.000000,0.939822,42.060000,False
C000562,21.000000,43757.430000,21.000000,4634.070000,0.277923,0.326806,0.000000,0.776669,37.720000,False
C000563,52.000000,341036.770000,52.000000,37422.610000,0.729796,0.065475,0.000000,1.553050,74.170000,False
C000564,33.000000,29573.200000,32.000000,3899.030000,0.531606,0.093209,0.000000,1.915644,44.220000,False
C000565,29.000000,95956.210000,29.000000,26868.620000,0.560966,0.019644,0.000000,2.301945,48.390000,False
C000566,28.000000,191834.380000,28.000000,20342.660000,0.435371,0.216988,0.000000,1.258584,21.560000,False
C000567,54.000000,52875.140000,54.000000,3508.170000,0.956941,0.176069,0.000000,1.360839,75.940000,False
C000568,24.000000,70172.310000,24.000000,22207.340000,0.519822,0.054281,0.000000,0.884437,10.280000,False
C000569,30.000000,165818.080000,30.000000,17556.490000,0.366616,0.365737,0.053471,2.069593,77.110000,False
C000570,40.000000,411610.600000,40.000000,126429.130000,1.434906,0.386152,0.018657,0.728633,89.830000,False
C000571,20.000000,259559.680000,20.000000,34507.410000,0.367535,0.189353,0.000000,1.211784,20.220000,False
C000572,25.000000,133065.440000,25.000000,18717.270000,0.449087,0.269133,0.000000,1.275994,13.720000,False
C000573,21.000000,484988.490000,21.000000,90734.200000,0.288054,0.032664,0.000000,0.520247,56.060000,False
C000574,27.000000,85558.010000,27.000000,9878.080000,0.483652,0.197332,0.000000,1.439762,5.060000,False
C000575,19.000000,365835.140000,19.000000,79633.350000,0.232111,0.054769,0.000000,0.464368,48.780000,False
C000576,23.000000,317314.580000,23.000000,38814.930000,0.580675,0.106355,0.000000,0.784983,10.110000,False
C000577,14.000000,143393.010000,14.000000,30427.260000,0.193080,0.358441,0.000000,0.893691,65.500000,False
C000578,27.000000,96276.620000,27.000000,12689.070000,0.592857,0.124679,0.000000,0.552708,4.390000,False
C000579,27.000000,332042.250000,27.000000,49464.940000,2.831511,0.894591,0.000000,0.037797,95.440000,True
C000580,46.000000,66984.380000,45.000000,7760.250000,0.863870,0.224084,0.000000,1.391197,67.610000,False
C000581,19.000000,10824.740000,19.000000,2905.210000,0.451031,0.038542,0.000000,0.966629,24.330000,False
C000582,34.000000,668007.850000,34.000000,59751.630000,0.703368,0.066384,0.000000,1.012613,67.220000,False
C000583,17.000000,477598.940000,17.000000,121521.070000,0.278189,0.000000,0.000000,0.550073,75.440000,False
C000584,22.000000,16209.950000,22.000000,4018.740000,0.632848,0.043940,0.000000,1.852368,31.060000,False
C000585,25.000000,37209.960000,24.000000,3445.980000,0.405996,0.241648,0.000000,0.876172,9.280000,False
C000586,51.000000,413023.900000,50.000000,138183.580000,4.150542,0.029453,0.791952,0.778627,99.110000,True
C000587,38.000000,92843.240000,38.000000,9236.680000,0.393577,0.135318,0.000000,0.788460,50.670000,False
C000588,23.000000,8808.920000,23.000000,2194.000000,0.274433,0.134837,0.032384,3.918437,73.670000,False
C000589,23.000000,521259.930000,23.000000,101157.920000,0.738364,0.195358,0.369294,1.068791,91.220000,False
C000590,21.000000,188708.790000,21.000000,29866.450000,0.377239,0.063044,0.000000,0.302066,19.610000,False
C000591,16.000000,244702.460000,16.000000,52855.620000,0.250579,0.178957,0.000000,0.715392,53.940000,False
C000592,26.000000,61124.890000,26.000000,7035.480000,0.752722,0.104887,0.000000,2.949884,46.830000,False
C000593,15.000000,437018.650000,15.000000,77581.880000,0.173414,0.044613,0.000000,2.205120,71.110000,False
C000594,15.000000,69647.950000,15.000000,13138.040000,0.329713,0.224886,0.000000,1.369439,43.280000,False
C000595,19.000000,57300.650000,19.000000,18598.420000,0.410469,0.053253,0.000000,0.190506,27.220000,False
C000596,21.000000,50318.350000,21.000000,12007.910000,0.619019,0.150964,0.000000,0.891428,5.000000,False
C000597,28.000000,225458.670000,28.000000,26716.900000,0.552616,0.219374,0.000000,0.822916,21.000000,False
C000598,26.000000,204073.710000,26.000000,31246.170000,0.590733,0.058007,0.000000,0.399907,19.780000,False
C000599,31.000000,291709.080000,30.000000,30652.240000,0.491497,0.208393,0.000000,0.996744,30.610000,False
C000600,24.000000,72885.750000,24.000000,15588.430000,0.531278,0.110198,0.000000,2.634395,27.110000,False
C000601,18.000000,18638.780000,18.000000,2539.180000,0.189192,0.112628,0.108729,1.031448,79.720000,False
C000602,27.000000,151063.500000,26.000000,12376.130000,0.400811,0.104279,0.000000,0.835929,1.000000,False
C000603,23.000000,75317.620000,23.000000,19143.350000,0.273577,0.107540,0.000000,1.151505,3.940000,False
C000604,16.000000,25224.000000,16.000000,3220.110000,0.334693,0.193455,0.000000,0.151403,45.940000,False
C000605,18.000000,5879.090000,18.000000,1123.110000,0.244613,0.263776,0.000000,1.011864,43.500000,False
C000606,26.000000,73619.110000,26.000000,9683.580000,0.250138,0.114519,0.000000,1.301576,4.780000,False
C000607,22.000000,17043.780000,22.000000,1776.850000,0.235272,0.067856,0.000000,1.277895,15.500000,False
C000608,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000609,17.000000,177410.510000,17.000000,26239.780000,0.308511,0.047422,0.147805,0.383994,81.670000,False
C000610,24.000000,351478.260000,23.000000,44915.000000,0.642001,0.397575,0.000000,0.949245,56.670000,False
C000611,18.000000,71903.650000,18.000000,13413.180000,0.218610,0.196291,0.000000,1.719234,31.940000,False
C000612,20.000000,776474.090000,19.000000,154772.610000,0.374116,0.259778,0.000000,1.598282,80.060000,False
C000613,20.000000,164175.100000,20.000000,40905.260000,0.696940,0.338394,0.000000,0.510053,51.940000,False
C000614,39.000000,145283.660000,39.000000,14577.340000,0.629794,0.074038,0.000000,1.042580,52.720000,False
C000615,68.000000,73929.770000,68.000000,6117.500000,1.240901,0.177031,0.026068,1.178126,94.280000,False
C000616,21.000000,262055.480000,21.000000,44741.920000,0.379276,0.130553,0.000000,0.473313,17.610000,False
C000617,43.000000,1267141.400000,43.000000,116824.190000,0.681475,0.149346,0.000000,1.181728,88.390000,False
C000618,20.000000,543113.870000,20.000000,65166.930000,0.280316,0.268976,0.000000,0.410320,64.940000,False
C000619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000620,21.000000,120823.890000,21.000000,27342.100000,0.405584,0.159608,0.000000,0.369102,5.440000,False
C000621,24.000000,347722.580000,24.000000,106233.860000,3.023680,0.001521,0.871791,0.578941,98.280000,True
C000622,18.000000,218711.750000,18.000000,42389.550000,0.309412,0.281459,0.000000,0.992065,46.610000,False
C000623,55.000000,1225133.210000,55.000000,103377.750000,1.259303,0.038167,0.000000,1.731188,91.000000,False
C000624,24.000000,617628.460000,24.000000,70250.280000,0.428126,0.191582,0.000000,1.096753,56.000000,False
C000625,15.000000,133106.790000,15.000000,24806.190000,0.287036,0.485022,0.000000,1.472232,72.720000,False
C000626,29.000000,390588.620000,29.000000,270536.740000,2.186742,0.013574,0.000000,6.362419,93.830000,False
C000627,18.000000,345434.090000,18.000000,83757.320000,0.348038,0.314299,0.000000,2.813353,74.390000,False
C000628,46.000000,415734.810000,45.000000,78893.620000,0.986353,0.260519,0.018214,1.454212,81.780000,False
C000629,15.000000,62975.190000,15.000000,15252.980000,0.326451,0.120494,0.000000,0.923467,37.560000,False
C000630,23.000000,26278.250000,23.000000,3438.890000,0.524190,0.111193,0.000000,1.133952,6.110000,False
C000631,30.000000,960313.780000,30.000000,387464.780000,1.676415,0.049260,0.000000,0.797662,93.000000,False
C000632,24.000000,102657.320000,24.000000,13882.810000,0.384237,0.232615,0.000000,0.536859,6.610000,False
C000633,38.000000,850478.480000,38.000000,84368.150000,0.725633,0.125675,0.017579,0.765806,79.560000,False
C000634,76.000000,3013451.990000,75.000000,225002.800000,1.754927,0.132432,0.002659,1.113094,99.280000,True
C000635,25.000000,349318.990000,25.000000,53444.350000,0.355179,0.291325,0.000000,0.760475,43.220000,False
C000636,26.000000,105496.190000,26.000000,10626.200000,0.493514,0.120113,0.000000,0.847228,0.610000,False
C000637,19.000000,103373.250000,19.000000,17955.810000,0.330279,0.318885,0.000000,0.408775,41.670000,False
C000638,24.000000,60290.030000,23.000000,7433.040000,0.317546,0.065097,0.000000,2.149719,19.720000,False
C000639,41.000000,71173.230000,41.000000,5785.050000,0.674289,0.150284,0.000000,0.496407,57.890000,False
C000640,17.000000,17369.890000,17.000000,2790.540000,0.278840,0.116665,0.000000,0.467912,30.170000,False
C000641,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,85.750000,False
C000642,18.000000,186254.030000,18.000000,26198.690000,0.337227,0.166181,0.000000,1.038265,27.940000,False
C000643,51.000000,240181.820000,51.000000,31490.170000,0.827433,0.152559,0.000000,1.025872,69.610000,False
C000644,19.000000,611794.480000,19.000000,117463.830000,0.540657,0.270214,0.000000,0.841871,74.330000,False
C000645,21.000000,182879.760000,21.000000,22085.430000,0.254427,0.228861,0.000000,1.249133,19.220000,False
C000646,28.000000,341693.340000,27.000000,245831.790000,1.760660,0.075425,0.024694,4.357085,91.890000,False
C000647,23.000000,58740.550000,23.000000,5675.250000,0.263826,0.210718,0.000000,1.193432,5.610000,False
C000648,21.000000,110147.760000,21.000000,18835.680000,0.314164,0.077308,0.000000,1.410278,1.500000,False
C000649,20.000000,119321.860000,20.000000,18486.650000,0.408377,0.105109,0.000000,0.664152,3.280000,False
C000650,27.000000,247195.260000,27.000000,22083.810000,0.644913,0.082133,0.000000,0.728665,24.440000,False
C000651,51.000000,637794.850000,51.000000,69442.410000,1.056750,0.066916,0.000000,0.928653,81.560000,False
C000652,21.000000,92686.880000,21.000000,15611.700000,0.423355,0.359314,0.000000,0.362833,41.220000,False
C000653,24.000000,41713.390000,24.000000,5330.130000,0.281223,0.135090,0.000000,1.102886,3.170000,False
C000654,23.000000,279621.780000,23.000000,47594.630000,0.256596,0.250559,0.000000,1.614363,35.720000,False
C000655,20.000000,501129.670000,20.000000,122165.240000,0.500224,0.326392,0.000000,0.398164,73.170000,False
C000656,16.000000,478781.950000,16.000000,68785.850000,0.241767,0.160169,0.000000,0.533433,66.830000,False
C000657,21.000000,27758.250000,21.000000,8802.030000,0.310342,0.109086,0.000000,0.840401,1.170000,False
C000658,22.000000,209236.950000,22.000000,80407.990000,0.715179,0.168702,0.000000,3.592922,65.440000,False
C000659,51.000000,21553.100000,51.000000,1558.610000,0.788629,0.241047,0.000000,0.648268,76.220000,False
C000660,24.000000,159597.770000,24.000000,19098.330000,0.326571,0.189551,0.000000,1.772811,8.890000,False
C000661,19.000000,446360.250000,19.000000,128344.800000,0.235726,0.197970,0.000000,0.533879,67.720000,False
C000662,79.000000,826171.390000,79.000000,79595.130000,1.391113,0.145784,0.060330,0.844240,97.170000,True
C000663,31.000000,97358.920000,31.000000,9055.890000,0.415984,0.065421,0.000000,1.445080,33.500000,False
C000664,40.000000,91503.000000,40.000000,10294.770000,0.511515,0.211608,0.000000,1.120714,54.330000,False
C000665,19.000000,20866.860000,19.000000,5944.150000,0.307953,0.039858,0.000000,0.590152,22.390000,False
C000666,17.000000,21124.900000,17.000000,2697.810000,0.201893,0.000000,0.000000,0.896752,51.330000,False
C000667,24.000000,503140.850000,24.000000,68510.430000,0.394937,0.276888,0.000000,1.222505,55.780000,False
C000668,23.000000,122386.260000,22.000000,13962.980000,0.485949,0.440955,0.000000,0.783311,56.610000,False
C000669,20.000000,38531.720000,20.000000,7618.800000,0.346845,0.097036,0.000000,2.015044,23.720000,False
C000670,43.000000,231482.310000,42.000000,19869.380000,1.290425,0.145269,0.000000,1.472142,73.000000,False
C000671,24.000000,131253.820000,24.000000,18245.450000,0.467408,0.111483,0.000000,2.879598,31.110000,False
C000672,20.000000,44197.180000,20.000000,4652.450000,0.329576,0.297554,0.000000,3.558238,64.110000,False
C000673,25.000000,182893.080000,25.000000,20848.950000,0.407900,0.129493,0.000000,2.439399,24.940000,False
C000674,27.000000,102785.480000,27.000000,12795.270000,0.336261,0.130154,0.000000,0.518289,5.560000,False
C000675,53.000000,443880.880000,53.000000,30372.060000,0.983440,0.089975,0.000000,0.446610,79.170000,False
C000676,22.000000,6289.570000,22.000000,653.600000,0.262065,0.135626,0.000000,1.568440,21.330000,False
C000677,20.000000,64905.420000,20.000000,8056.580000,0.286642,0.172656,0.050320,1.772606,62.610000,False
C000678,25.000000,323214.310000,25.000000,44573.270000,0.318735,0.032537,0.000000,0.476332,32.440000,False
C000679,25.000000,266403.040000,25.000000,55887.640000,0.404743,0.212375,0.000000,0.578787,31.330000,False
C000680,17.000000,192801.870000,17.000000,58433.940000,0.504929,0.071684,0.000000,2.716514,61.280000,False
C000681,23.000000,177834.820000,22.000000,19730.590000,0.338202,0.077800,0.000000,1.117957,8.780000,False
C000682,35.000000,79586.900000,35.000000,7241.400000,0.648889,0.232775,0.029767,0.876542,60.390000,False
C000683,23.000000,127654.100000,23.000000,17674.020000,0.416023,0.063727,0.000000,0.992298,0.500000,False
C000684,30.000000,106017.110000,30.000000,15717.310000,0.701839,0.176560,0.000000,0.968859,21.780000,False
C000685,18.000000,21801.310000,18.000000,2788.240000,0.252363,0.220531,0.000000,1.614276,32.940000,False
C000686,30.000000,76064.820000,30.000000,17768.850000,0.593061,0.135297,0.014710,0.848703,39.720000,False
C000687,15.000000,626381.960000,15.000000,88392.810000,0.416377,0.040409,0.000000,1.440660,72.390000,False
C000688,31.000000,60611.870000,31.000000,12917.700000,0.963054,0.079079,0.019698,2.389611,68.560000,False
C000689,24.000000,57647.060000,24.000000,5959.820000,0.343376,0.163270,0.000000,0.490442,4.330000,False
C000690,26.000000,43494.750000,26.000000,7589.900000,0.520619,0.088526,0.000000,0.782163,8.390000,False
C000691,29.000000,489781.860000,29.000000,64929.360000,0.327008,0.127242,0.000000,0.425608,52.220000,False
C000692,23.000000,139404.030000,23.000000,15796.730000,0.505877,0.190139,0.000000,0.780088,0.890000,False
C000693,50.000000,860431.740000,48.000000,104758.990000,0.617597,0.111025,0.000000,0.895969,81.440000,False
C000694,12.000000,2923.370000,12.000000,559.880000,0.121807,0.174100,0.000000,1.077349,69.390000,False
C000695,21.000000,307528.430000,21.000000,55060.660000,0.340095,0.182757,0.000000,1.642351,31.560000,False
