alert_id,hit_id,customer_id,account_id,scenario_id,window_start,window_end,transaction_count,amount_try,evidence_value,threshold_value,source_transaction_ids,rationale,kyc_risk_score,kyc_risk_band,kyc_overdue_flag,anomaly_score,anomaly_flag,graph_risk_score,short_cycle_member,total_degree,scenario_severity,alert_score,priority,recommended_action,alert_explanation
AL000062,H000089,C000205,A0000546,RAPID_MOVEMENT,2026-06-26 13:00:00,2026-06-26 21:00:00,3,295220.400000,0.840000,0.800000,T000048339|T000045273|T000048340,Material incoming funds were followed by rapid outbound movement.,12.000000,LOW,True,94.440000,False,46.830000,False,34,88.000000,72.620000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=12.0; anomaly=94.4; graph=46.8
AL000063,H000057,C001138,A0001524,FUNNEL_MULE,2026-07-18 09:00:00,2026-07-19 01:00:00,7,531992.410000,6.780000,5.750000,T000048386|T000048387|T000048388|T000048389|T000048390|T000048391|T000048392,Multiple incoming counterparties were followed by concentrated outbound movement.,9.000000,LOW,False,97.330000,True,22.750000,False,23,92.000000,72.540000,MEDIUM,Analyst review with customer and counterparty context,scenario=FUNNEL_MULE:92; KYC=9.0; anomaly=97.3; graph=22.8
AL000064,H000063,C001506,A0001342,FUNNEL_MULE,2026-07-04 08:00:00,2026-07-05 02:00:00,9,657535.910000,7.842000,5.750000,T000048221|T000048222|T000048223|T000048224|T000048225|T000048226|T000034892|T000048227|T000048228,Multiple incoming counterparties were followed by concentrated outbound movement.,17.000000,LOW,False,94.560000,False,13.770000,False,21,92.000000,72.540000,MEDIUM,Analyst review with customer and counterparty context,scenario=FUNNEL_MULE:92; KYC=17.0; anomaly=94.6; graph=13.8
AL000065,H000079,C000736,A0002020,HIGH_RISK_GEOGRAPHY,2026-08-16 16:00:00,2026-08-20 16:00:00,2,211183.300000,211183.300000,150000.000000,T000048399|T000048400,Material activity involved a fictitious high-risk test jurisdiction.,16.000000,LOW,True,97.500000,True,52.990000,False,32,85.000000,72.510000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=16.0; anomaly=97.5; graph=53.0
AL000066,H000111,C001769,A0000185,RAPID_MOVEMENT,2026-08-04 14:00:00,2026-08-04 19:00:00,2,457970.000000,0.922200,0.800000,T000048101|T000048102,Material incoming funds were followed by rapid outbound movement.,28.000000,MEDIUM,False,88.000000,False,28.890000,False,25,88.000000,72.490000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=28.0; anomaly=88.0; graph=28.9
AL000067,H000084,C001043,A0001149,HIGH_RISK_GEOGRAPHY,2026-07-24 15:00:00,2026-07-30 15:00:00,3,340061.720000,340061.720000,150000.000000,T000048274|T000048275|T000048276,Material activity involved a fictitious high-risk test jurisdiction.,33.000000,MEDIUM,True,96.830000,True,25.870000,False,26,85.000000,72.420000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=33.0; anomaly=96.8; graph=25.9
AL000068,H000088,C001743,A0000218,HIGH_RISK_GEOGRAPHY,2026-08-17 15:00:00,2026-08-23 15:00:00,3,246732.640000,246732.640000,150000.000000,T000048268|T000048269|T000048270,Material activity involved a fictitious high-risk test jurisdiction.,9.000000,LOW,True,97.670000,True,61.750000,False,42,85.000000,72.290000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=9.0; anomaly=97.7; graph=61.8
AL000069,H000073,C000496,A0001004,HIGH_RISK_GEOGRAPHY,2026-07-30 15:00:00,2026-08-05 15:00:00,3,301447.790000,301447.790000,150000.000000,T000048256|T000048257|T000048258,Material activity involved a fictitious high-risk test jurisdiction.,14.000000,LOW,False,99.940000,True,49.440000,False,54,85.000000,72.180000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=14.0; anomaly=99.9; graph=49.4
AL000070,H000090,C000344,A0001480,RAPID_MOVEMENT,2026-06-16 14:00:00,2026-06-16 19:00:00,2,400101.010000,0.902500,0.800000,T000048113|T000048114,Material incoming funds were followed by rapid outbound movement.,15.000000,LOW,True,96.500000,True,34.500000,False,26,88.000000,72.160000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=15.0; anomaly=96.5; graph=34.5
AL000071,H000102,C001391,A0001721,RAPID_MOVEMENT,2026-06-26 13:00:00,2026-06-26 21:00:00,2,468087.080000,0.840000,0.800000,T000048335|T000048336,Material incoming funds were followed by rapid outbound movement.,9.000000,LOW,True,95.830000,True,44.900000,False,31,88.000000,72.150000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=9.0; anomaly=95.8; graph=44.9
AL000072,H000133,C001761,A0000275,STRUCTURING,2026-08-04 10:00:00,2026-08-05 10:00:00,5,211096.290000,5.000000,5.000000,T000048315|T000048316|T000048317|T000048318|T000048319,Repeated cash inflows clustered below an internal monitoring parameter.,32.000000,MEDIUM,False,98.440000,True,39.420000,False,45,82.000000,72.040000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=32.0; anomaly=98.4; graph=39.4
AL000073,H000072,C000162,A0000670,HIGH_RISK_GEOGRAPHY,2026-08-05 15:00:00,2026-08-11 15:00:00,3,390754.750000,390754.750000,150000.000000,T000048277|T000048278|T000048279,Material activity involved a fictitious high-risk test jurisdiction.,15.000000,LOW,True,98.060000,True,48.760000,False,29,85.000000,72.000000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=15.0; anomaly=98.1; graph=48.8
AL000074,H000041,C001133,A0000621,DORMANT_REACTIVATION,2026-08-12 17:00:00,2026-08-12 17:00:00,1,419739.210000,419739.210000,100000.000000,T000048131,A dormant-designated account recorded material new activity.,48.000000,HIGH,False,96.220000,True,52.050000,False,29,76.000000,71.960000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=48.0; anomaly=96.2; graph=52.0
AL000075,H000044,C001219,A0001598,DORMANT_REACTIVATION,2026-07-24 17:00:00,2026-07-24 17:00:00,1,405079.850000,405079.850000,100000.000000,T000048128,A dormant-designated account recorded material new activity.,45.000000,HIGH,False,96.890000,True,55.730000,False,31,76.000000,71.940000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=45.0; anomaly=96.9; graph=55.7
AL000076,H000080,C000749,A0001243,HIGH_RISK_GEOGRAPHY,2026-07-31 16:00:00,2026-08-04 16:00:00,2,202811.980000,202811.980000,150000.000000,T000048407|T000048408,Material activity involved a fictitious high-risk test jurisdiction.,23.000000,LOW,True,95.670000,True,38.190000,False,31,85.000000,71.890000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=23.0; anomaly=95.7; graph=38.2
AL000077,H000127,C001426,A0001450,STRUCTURING,2026-06-28 06:00:00,2026-06-29 07:00:00,6,282469.140000,6.000000,5.000000,T000048079|T000048080|T000048081|T000048082|T000048083|T000048084,Repeated cash inflows clustered below an internal monitoring parameter.,20.000000,LOW,True,97.280000,True,56.950000,False,35,82.000000,71.710000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=20.0; anomaly=97.3; graph=57.0
AL000078,H000130,C001477,A0001107,STRUCTURING,2026-06-12 10:00:00,2026-06-13 10:00:00,5,219044.400000,5.000000,5.000000,T000048320|T000048321|T000048322|T000048323|T000048324,Repeated cash inflows clustered below an internal monitoring parameter.,40.000000,MEDIUM,False,83.220000,False,43.580000,False,27,82.000000,71.610000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=40.0; anomaly=83.2; graph=43.6
AL000079,H000075,C000586,A0000183,HIGH_RISK_GEOGRAPHY,2026-08-01 15:00:00,2026-08-07 15:00:00,3,327094.930000,327094.930000,150000.000000,T000048262|T000048263|T000048264,Material activity involved a fictitious high-risk test jurisdiction.,9.000000,LOW,False,99.110000,True,52.650000,False,37,85.000000,71.580000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=9.0; anomaly=99.1; graph=52.6
AL000080,H000064,C001540,A0000431,FUNNEL_MULE,2026-08-04 08:00:00,2026-08-05 20:33:24,9,676208.940000,7.846700,5.750000,T000048157|T000048158|T000048159|T000048160|T000048161|T000048162|T000048163|T000048164|T000045165,Multiple incoming counterparties were followed by concentrated outbound movement.,15.000000,LOW,True,94.060000,False,7.890000,False,17,92.000000,71.560000,MEDIUM,Analyst review with customer and counterparty context,scenario=FUNNEL_MULE:92; KYC=15.0; anomaly=94.1; graph=7.9
AL000081,H000059,C001184,A0001887,FUNNEL_MULE,2026-08-03 08:00:00,2026-08-04 02:00:00,8,711529.250000,7.840000,5.750000,T000048165|T000048166|T000048167|T000048168|T000048169|T000048170|T000048171|T000048172,Multiple incoming counterparties were followed by concentrated outbound movement.,15.000000,LOW,False,91.280000,False,11.440000,False,22,92.000000,71.520000,MEDIUM,Analyst review with customer and counterparty context,scenario=FUNNEL_MULE:92; KYC=15.0; anomaly=91.3; graph=11.4
AL000082,H000086,C001546,A0001890,HIGH_RISK_GEOGRAPHY,2026-08-02 15:00:00,2026-08-08 15:00:00,3,288863.120000,288863.120000,150000.000000,T000048283|T000048284|T000048285,Material activity involved a fictitious high-risk test jurisdiction.,12.000000,LOW,False,98.500000,True,44.640000,False,28,85.000000,71.170000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=12.0; anomaly=98.5; graph=44.6
AL000083,H000115,C000464,A0001562,STRUCTURING,2026-07-06 06:00:00,2026-07-07 07:00:00,6,284401.080000,6.000000,5.000000,T000048025|T000048026|T000048027|T000048028|T000048029|T000048030,Repeated cash inflows clustered below an internal monitoring parameter.,27.000000,LOW,False,92.720000,False,46.050000,False,33,82.000000,71.110000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=27.0; anomaly=92.7; graph=46.0
AL000084,H000123,C000973,A0000582,STRUCTURING,2026-06-30 06:00:00,2026-07-01 07:00:00,6,281708.200000,6.000000,5.000000,T000048019|T000048020|T000048021|T000048022|T000048023|T000048024,Repeated cash inflows clustered below an internal monitoring parameter.,23.000000,LOW,False,98.170000,True,44.090000,False,34,82.000000,71.030000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=23.0; anomaly=98.2; graph=44.1
AL000085,H000129,C001473,A0000533,STRUCTURING,2026-08-04 06:00:00,2026-08-05 07:00:00,6,277294.670000,6.000000,5.000000,T000048013|T000048014|T000048015|T000048016|T000048017|T000048018,Repeated cash inflows clustered below an internal monitoring parameter.,15.000000,LOW,True,95.500000,True,59.520000,False,42,82.000000,70.920000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=15.0; anomaly=95.5; graph=59.5
AL000086,H000049,C001665,A0001523,DORMANT_REACTIVATION,2026-08-08 17:00:00,2026-08-08 17:00:00,1,380533.380000,380533.380000,100000.000000,T000048124,A dormant-designated account recorded material new activity.,30.000000,MEDIUM,True,99.780000,True,65.430000,False,54,76.000000,70.910000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=30.0; anomaly=99.8; graph=65.4
AL000087,H000103,C001507,A0000354,RAPID_MOVEMENT,2026-08-14 14:00:00,2026-08-14 19:00:00,2,704132.860000,0.912600,0.800000,T000048095|T000048096,Material incoming funds were followed by rapid outbound movement.,9.000000,LOW,True,95.220000,True,32.930000,False,25,88.000000,70.860000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=9.0; anomaly=95.2; graph=32.9
AL000088,H000069,C000128,A0001974,HIGH_RISK_GEOGRAPHY,2026-07-29 15:00:00,2026-08-04 15:00:00,3,314814.540000,314814.540000,150000.000000,T000048259|T000048260|T000048261,Material activity involved a fictitious high-risk test jurisdiction.,23.000000,LOW,False,97.060000,True,25.920000,False,25,85.000000,70.860000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=23.0; anomaly=97.1; graph=25.9
AL000089,H000043,C001180,A0001533,DORMANT_REACTIVATION,2026-07-04 12:00:00,2026-07-04 12:00:00,1,150907.310000,150907.310000,100000.000000,T000048235,A dormant-designated account recorded material new activity.,33.000000,MEDIUM,True,99.000000,True,60.740000,True,16,76.000000,70.810000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=33.0; anomaly=99.0; graph=60.7
AL000090,H000058,C001156,A0000554,FUNNEL_MULE,2026-07-24 08:00:00,2026-07-25 05:58:10,11,672835.700000,7.851700,5.750000,T000048141|T000023795|T000003235|T000048142|T000048143|T000048144|T000048145|T000048146|T000048147|T000048148|T000033046,Multiple incoming counterparties were followed by concentrated outbound movement.,9.000000,LOW,True,95.280000,True,7.470000,False,18,92.000000,70.730000,MEDIUM,Analyst review with customer and counterparty context,scenario=FUNNEL_MULE:92; KYC=9.0; anomaly=95.3; graph=7.5
AL000091,H000104,C001518,A0001833,RAPID_MOVEMENT,2026-07-26 14:00:00,2026-07-26 19:00:00,2,408334.360000,0.887900,0.800000,T000048093|T000048094,Material incoming funds were followed by rapid outbound movement.,9.000000,LOW,False,82.110000,False,49.720000,False,30,88.000000,70.710000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=9.0; anomaly=82.1; graph=49.7
AL000092,H000081,C000896,A0001536,HIGH_RISK_GEOGRAPHY,2026-08-07 15:00:00,2026-08-13 15:00:00,3,337903.480000,337903.480000,150000.000000,T000048286|T000048287|T000048288,Material activity involved a fictitious high-risk test jurisdiction.,20.000000,LOW,False,99.610000,True,24.640000,False,22,85.000000,70.610000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=20.0; anomaly=99.6; graph=24.6
AL000093,H000074,C000505,A0000757,HIGH_RISK_GEOGRAPHY,2026-07-28 15:00:00,2026-08-03 15:00:00,3,305187.100000,305187.100000,150000.000000,T000048280|T000048281|T000048282,Material activity involved a fictitious high-risk test jurisdiction.,8.000000,LOW,True,95.060000,True,50.190000,False,38,85.000000,70.610000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=8.0; anomaly=95.1; graph=50.2
AL000094,H000128,C001451,A0002184,STRUCTURING,2026-07-14 06:00:00,2026-07-15 07:00:00,6,274082.740000,6.000000,5.000000,T000048031|T000048032|T000048033|T000048034|T000048035|T000048036,Repeated cash inflows clustered below an internal monitoring parameter.,22.000000,LOW,True,95.890000,True,42.730000,False,28,82.000000,70.420000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=22.0; anomaly=95.9; graph=42.7
AL000095,H000071,C000153,A0001525,HIGH_RISK_GEOGRAPHY,2026-08-05 16:00:00,2026-08-09 16:00:00,2,182364.660000,182364.660000,150000.000000,T000048403|T000048404,Material activity involved a fictitious high-risk test jurisdiction.,29.000000,MEDIUM,True,100.000000,True,7.580000,False,10,85.000000,70.400000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=29.0; anomaly=100.0; graph=7.6
AL000096,H000124,C001169,A0000258,STRUCTURING,2026-07-26 06:00:00,2026-07-27 07:00:00,6,274632.790000,6.000000,5.000000,T000048049|T000048050|T000048051|T000048052|T000048053|T000048054,Repeated cash inflows clustered below an internal monitoring parameter.,17.000000,LOW,True,93.390000,False,53.520000,False,31,82.000000,70.350000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=17.0; anomaly=93.4; graph=53.5
AL000097,H000122,C000960,A0000555,STRUCTURING,2026-07-06 06:00:00,2026-07-07 07:00:00,6,279486.920000,6.000000,5.000000,T000048067|T000048068|T000048069|T000048070|T000048071|T000048072,Repeated cash inflows clustered below an internal monitoring parameter.,22.000000,LOW,True,92.560000,False,46.760000,False,37,82.000000,70.350000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=22.0; anomaly=92.6; graph=46.8
AL000098,H000108,C001700,A0000786,RAPID_MOVEMENT,2026-06-21 14:00:00,2026-06-21 19:00:00,3,840951.370000,0.933300,0.800000,T000048097|T000022919|T000048098,Material incoming funds were followed by rapid outbound movement.,17.000000,LOW,False,95.390000,True,14.720000,False,25,88.000000,70.350000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=17.0; anomaly=95.4; graph=14.7
AL000099,H000083,C001026,A0000190,HIGH_RISK_GEOGRAPHY,2026-08-09 15:00:00,2026-08-15 15:00:00,3,327017.230000,327017.230000,150000.000000,T000048271|T000048272|T000048273,Material activity involved a fictitious high-risk test jurisdiction.,20.000000,LOW,True,99.170000,True,22.480000,False,16,85.000000,70.330000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=20.0; anomaly=99.2; graph=22.5
AL000100,H000036,C000626,A0000609,DORMANT_REACTIVATION,2026-08-14 12:00:00,2026-08-14 12:00:00,1,270536.740000,270536.740000,100000.000000,T000048232,A dormant-designated account recorded material new activity.,23.000000,LOW,True,93.830000,False,79.010000,True,30,76.000000,70.320000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=23.0; anomaly=93.8; graph=79.0
AL000101,H000077,C000621,A0000389,HIGH_RISK_GEOGRAPHY,2026-07-30 15:00:00,2026-08-05 15:00:00,3,303141.250000,303141.250000,150000.000000,T000048253|T000048254|T000048255,Material activity involved a fictitious high-risk test jurisdiction.,15.000000,LOW,False,98.280000,True,30.690000,False,26,85.000000,70.230000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=15.0; anomaly=98.3; graph=30.7
AL000102,H000105,C001529,A0002139,RAPID_MOVEMENT,2026-07-09 13:00:00,2026-07-09 21:00:00,2,283951.210000,0.840000,0.800000,T000048349|T000048350,Material incoming funds were followed by rapid outbound movement.,17.000000,LOW,False,78.610000,False,36.420000,False,25,88.000000,70.170000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=17.0; anomaly=78.6; graph=36.4
AL000103,H000082,C001017,A0001434,HIGH_RISK_GEOGRAPHY,2026-08-14 15:00:00,2026-08-20 15:00:00,3,361205.040000,361205.040000,150000.000000,T000048289|T000048290|T000048291,Material activity involved a fictitious high-risk test jurisdiction.,15.000000,LOW,True,97.560000,True,30.710000,False,31,85.000000,70.130000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=15.0; anomaly=97.6; graph=30.7
AL000104,H000076,C000589,A0000724,HIGH_RISK_GEOGRAPHY,2026-08-03 16:00:00,2026-08-07 16:00:00,2,192498.120000,192498.120000,150000.000000,T000048405|T000048406,Material activity involved a fictitious high-risk test jurisdiction.,9.000000,LOW,False,91.220000,False,48.900000,False,28,85.000000,70.100000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=9.0; anomaly=91.2; graph=48.9
AL000105,H000039,C000956,A0000266,DORMANT_REACTIVATION,2026-07-24 17:00:00,2026-07-24 17:00:00,1,218550.690000,218550.690000,100000.000000,T000048121,A dormant-designated account recorded material new activity.,40.000000,MEDIUM,True,95.170000,True,39.790000,False,18,76.000000,69.300000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=40.0; anomaly=95.2; graph=39.8
AL000106,H000046,C001446,A0000019,DORMANT_REACTIVATION,2026-07-28 17:00:00,2026-07-28 17:00:00,1,445793.600000,445793.600000,100000.000000,T000048127,A dormant-designated account recorded material new activity.,24.000000,LOW,True,93.940000,False,66.670000,False,37,76.000000,69.260000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=24.0; anomaly=93.9; graph=66.7
AL000107,H000126,C001424,A0000499,STRUCTURING,2026-07-12 10:00:00,2026-07-13 10:00:00,5,221913.210000,5.000000,5.000000,T000048295|T000048296|T000048297|T000048298|T000048299,Repeated cash inflows clustered below an internal monitoring parameter.,9.000000,LOW,False,98.830000,True,45.920000,False,54,82.000000,69.070000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=9.0; anomaly=98.8; graph=45.9
AL000108,H000045,C001284,A0000319,DORMANT_REACTIVATION,2026-07-13 20:00:00,2026-07-13 20:00:00,1,217013.670000,217013.670000,100000.000000,T000048246,A dormant-designated account recorded material new activity.,12.000000,LOW,False,99.500000,True,75.160000,True,28,76.000000,68.970000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=12.0; anomaly=99.5; graph=75.2
AL000109,H000070,C000150,A0000626,HIGH_RISK_GEOGRAPHY,2026-08-04 16:00:00,2026-08-08 16:00:00,2,197013.180000,197013.180000,150000.000000,T000048411|T000048412,Material activity involved a fictitious high-risk test jurisdiction.,17.000000,LOW,False,92.780000,False,22.080000,False,27,85.000000,68.920000,MEDIUM,Analyst review with customer and counterparty context,scenario=HIGH_RISK_GEOGRAPHY:85; KYC=17.0; anomaly=92.8; graph=22.1
AL000110,H000112,C000059,A0002162,STRUCTURING,2026-07-12 06:00:00,2026-07-13 07:00:00,6,281012.530000,6.000000,5.000000,T000048001|T000048002|T000048003|T000048004|T000048005|T000048006,Repeated cash inflows clustered below an internal monitoring parameter.,12.000000,LOW,True,97.780000,True,38.500000,False,29,82.000000,68.660000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=12.0; anomaly=97.8; graph=38.5
AL000111,H000132,C001712,A0001167,STRUCTURING,2026-06-26 06:00:00,2026-06-27 07:00:00,6,278804.660000,6.000000,5.000000,T000048007|T000048008|T000048009|T000048010|T000048011|T000048012,Repeated cash inflows clustered below an internal monitoring parameter.,23.000000,LOW,False,95.940000,True,21.310000,False,28,82.000000,68.440000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=23.0; anomaly=95.9; graph=21.3
AL000112,H000114,C000362,A0000425,STRUCTURING,2026-07-08 06:00:00,2026-07-09 07:00:00,6,280974.200000,6.000000,5.000000,T000048055|T000048056|T000048057|T000048058|T000048059|T000048060,Repeated cash inflows clustered below an internal monitoring parameter.,31.000000,MEDIUM,False,88.170000,False,16.650000,False,21,82.000000,68.170000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=31.0; anomaly=88.2; graph=16.6
AL000113,H000100,C001111,A0001482,RAPID_MOVEMENT,2026-07-25 13:00:00,2026-07-25 21:00:00,3,385469.490000,0.840000,0.800000,T000048347|T000018583|T000048348,Material incoming funds were followed by rapid outbound movement.,15.000000,LOW,False,81.830000,False,14.360000,False,21,88.000000,68.090000,MEDIUM,Analyst review with customer and counterparty context,scenario=RAPID_MOVEMENT:88; KYC=15.0; anomaly=81.8; graph=14.4
AL000114,H000121,C000910,A0000379,STRUCTURING,2026-07-09 06:00:00,2026-07-10 07:00:00,6,277500.200000,6.000000,5.000000,T000048073|T000048074|T000048075|T000048076|T000048077|T000048078,Repeated cash inflows clustered below an internal monitoring parameter.,15.000000,LOW,False,91.830000,False,35.220000,False,34,82.000000,67.980000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=15.0; anomaly=91.8; graph=35.2
AL000115,H000035,C000389,A0001775,DORMANT_REACTIVATION,2026-07-09 12:00:00,2026-07-09 12:00:00,1,143149.760000,143149.760000,100000.000000,T000048241,A dormant-designated account recorded material new activity.,15.000000,LOW,False,98.940000,True,61.220000,True,17,76.000000,67.970000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=15.0; anomaly=98.9; graph=61.2
AL000116,H000113,C000302,A0000715,STRUCTURING,2026-07-12 06:00:00,2026-07-13 07:00:00,6,283246.920000,6.000000,5.000000,T000048043|T000048044|T000048045|T000048046|T000048047|T000048048,Repeated cash inflows clustered below an internal monitoring parameter.,15.000000,LOW,True,96.440000,True,23.730000,False,26,82.000000,67.470000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=15.0; anomaly=96.4; graph=23.7
AL000117,H000119,C000839,A0000361,STRUCTURING,2026-07-17 10:00:00,2026-07-18 10:00:00,5,219246.190000,5.000000,5.000000,T000048310|T000048311|T000048312|T000048313|T000048314,Repeated cash inflows clustered below an internal monitoring parameter.,12.000000,LOW,True,97.220000,True,22.990000,False,9,82.000000,67.030000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=12.0; anomaly=97.2; graph=23.0
AL000118,H000042,C001151,A0000899,DORMANT_REACTIVATION,2026-08-14 17:00:00,2026-08-14 17:00:00,1,389129.550000,389129.550000,100000.000000,T000048125,A dormant-designated account recorded material new activity.,9.000000,LOW,False,96.110000,True,63.150000,False,53,76.000000,66.810000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=9.0; anomaly=96.1; graph=63.1
AL000119,H000117,C000716,A0000955,STRUCTURING,2026-07-12 06:00:00,2026-07-13 07:00:00,6,276312.440000,6.000000,5.000000,T000048085|T000048086|T000048087|T000048088|T000048089|T000048090,Repeated cash inflows clustered below an internal monitoring parameter.,9.000000,LOW,True,93.280000,False,29.370000,False,26,82.000000,66.640000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=9.0; anomaly=93.3; graph=29.4
AL000120,H000034,C000162,A0000670,DORMANT_REACTIVATION,2026-08-11 15:00:00,2026-08-11 15:00:00,1,141503.240000,141503.240000,100000.000000,T000048279,A dormant-designated account recorded material new activity.,15.000000,LOW,True,98.060000,True,48.760000,False,29,76.000000,66.600000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=15.0; anomaly=98.1; graph=48.8
AL000121,H000118,C000811,A0000222,STRUCTURING,2026-06-16 10:00:00,2026-06-17 10:00:00,5,222504.120000,5.000000,5.000000,T000048300|T000048301|T000048302|T000048303|T000048304,Repeated cash inflows clustered below an internal monitoring parameter.,17.000000,LOW,False,98.560000,True,7.710000,False,19,82.000000,66.490000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=17.0; anomaly=98.6; graph=7.7
AL000122,H000131,C001575,A0001092,STRUCTURING,2026-07-20 06:00:00,2026-07-21 07:00:00,6,275911.260000,6.000000,5.000000,T000048061|T000048062|T000048063|T000048064|T000048065|T000048066,Repeated cash inflows clustered below an internal monitoring parameter.,9.000000,LOW,False,92.500000,False,27.330000,False,28,82.000000,66.320000,MEDIUM,Analyst review with customer and counterparty context,scenario=STRUCTURING:82; KYC=9.0; anomaly=92.5; graph=27.3
AL000123,H000033,C000156,A0001053,DORMANT_REACTIVATION,2026-07-16 17:00:00,2026-07-16 17:00:00,1,452965.880000,452965.880000,100000.000000,T000048130,A dormant-designated account recorded material new activity.,17.000000,LOW,True,99.440000,True,40.330000,False,34,76.000000,66.270000,MEDIUM,Analyst review with customer and counterparty context,scenario=DORMANT_REACTIVATION:76; KYC=17.0; anomaly=99.4; graph=40.3
